Contig	T0_1_C	T0_2_C	T63_1_C	T63_2_C
KSW-cf_coassembly_k141_806261||full	10	30	2	2
KSW-cf_2nd_assembly_k141_2572666||full	6	4	6692	14176
KSW-cf_2nd_assembly_k141_1447929||full	74	74	0	0
KSW-cf_2nd_assembly_k141_4663195||full	2	8	18	6
KSW-cf_2nd_assembly_k141_3376882||full	0	0	1010	3778
KSW-cf_2nd_assembly_k141_2413750||full	22	54	14	10
KSW-cf_2nd_assembly_k141_967129||full	6	8	252	142
KSW-cf_2nd_assembly_k141_644743||full	4	16	0	8
KSW-cf_2nd_assembly_k141_2254139||full	80	38	6	26
KSW-cf_2nd_assembly_k141_1611284||full	52	70	134	500
KSW-cf_2nd_assembly_k141_3540412||full	16	40	246	248
KSW-cf_2nd_assembly_k141_808052||full	944	1390	0	20
KSW-cf_2nd_assembly_k141_2416187||full	32	44	2	2
KSW-cf_2nd_assembly_k141_646269||full	78	36	20	22
KSW-cf_2nd_assembly_k141_3541790||full	424	202	78	78
KSW-cf_2nd_assembly_k141_1291866||full	14	20	0	0
KSW-cf_2nd_assembly_k141_1292151||full	266	222	20	28
KSW-cf_2nd_assembly_k141_4346503||full	460	278	34	42
KSW-cf_2nd_assembly_k141_3221308||full	156	112	10	54
KSW-cf_2nd_assembly_k141_1613615||full	20	12	586	816
KSW-cf_2nd_assembly_k141_1131870||full	42	30	2	0
KSW-cf_2nd_assembly_k141_4347523||full	82	58	24	40
KSW-cf_2nd_assembly_k141_4187348||full	8	66	8	12
KSW-cf_2nd_assembly_k141_1936732||full	0	0	92	218
KSW-cf_2nd_assembly_k141_4670001||full	1254	652	312	768
KSW-cf_2nd_assembly_k141_2741144||full	546	264	130	96
KSW-cf_2nd_assembly_k141_3866403||full	2	10	0	0
KSW-cf_2nd_assembly_k141_2901953||full	124	50	18	10
KSW-cf_2nd_assembly_k141_1776974||full	0	2	232	546
KSW-cf_2nd_assembly_k141_491208||full	52	56	40	30
KSW-cf_2nd_assembly_k141_2420902||full	14	24	2	0
KSW-cf_2nd_assembly_k141_1295785||full	10	54	0	0
KSW-cf_2nd_assembly_k141_9439||full	0	16	0	0
KSW-cf_2nd_assembly_k141_3382425||full	4	4	21842	44304
KSW-cf_2nd_assembly_k141_975004||full	32	30	12	0
KSW-cf_2nd_assembly_k141_1778929||full	4	2	14	148
KSW-cf_2nd_assembly_k141_10333||full	150	110	8	8
KSW-cf_2nd_assembly_k141_3225893||full	0	0	3280	6476
KSW-cf_2nd_assembly_k141_2743881||full	120	60	0	0
KSW-cf_2nd_assembly_k141_1940363||full	480	316	58	92
KSW-cf_2nd_assembly_k141_2905096||full	74	112	0	0
KSW-cf_2nd_assembly_k141_1940711||full	1084	706	152	206
KSW-cf_2nd_assembly_k141_2905772||full	6	0	5292	15858
KSW-cf_2nd_assembly_k141_1781614||full	28	10	18	46
KSW-cf_2nd_assembly_k141_1942160||full	0	2	15402	31106
KSW-cf_2nd_assembly_k141_652228||full	376	272	26	40
KSW-cf_2nd_assembly_k141_4510648||full	206	332	756	590
KSW-cf_2nd_assembly_k141_2104083||full	10	18	14	12
KSW-cf_2nd_assembly_k141_3550788||full	80	44	0	0
KSW-cf_2nd_assembly_k141_2746788||full	34	16	6	10
KSW-cf_2nd_assembly_k141_4033050||full	1190	602	354	812
KSW-cf_2nd_assembly_k141_13864||full	0	0	1874	3328
KSW-cf_2nd_assembly_k141_3551415||full	42	84	12	22
KSW-cf_2nd_assembly_k141_4033882||full	12	18	32	114
KSW-cf_2nd_assembly_k141_497127||full	26	30	4	4
KSW-cf_2nd_assembly_k141_1301297||full	10	8	10	32
KSW-cf_2nd_assembly_k141_4034460||full	26	72	10	8
KSW-cf_2nd_assembly_k141_4355957||full	12	28	2	4
KSW-cf_2nd_assembly_k141_3230851||full	1224	2252	126	166
KSW-cf_2nd_assembly_k141_1784215||full	0	0	22	26
KSW-cf_2nd_assembly_k141_2909395||full	0	4	3826	7600
KSW-cf_2nd_assembly_k141_176576||full	0	2	2090	3848
KSW-cf_2nd_assembly_k141_3714802||full	1708	928	196	230
KSW-cf_2nd_assembly_k141_2749863||full	0	2	6558	12098
KSW-cf_2nd_assembly_k141_983215||full	214	406	18	8
KSW-cf_2nd_assembly_k141_1304449||full	2	10	1996	8792
KSW-cf_2nd_assembly_k141_18405||full	164	90	4	20
KSW-cf_2nd_assembly_k141_1950256||full	0	0	860	3680
KSW-cf_2nd_assembly_k141_3880478||full	0	0	6010	2324
KSW-cf_2nd_assembly_k141_2754483||full	8	14	0	0
KSW-cf_2nd_assembly_k141_182833||full	0	0	714	3508
KSW-cf_2nd_assembly_k141_343812||full	0	0	626	2074
KSW-cf_2nd_assembly_k141_2755117||full	2	8	0	8
KSW-cf_2nd_assembly_k141_2113317||full	4136	2336	32	8
KSW-cf_2nd_assembly_k141_4041804||full	1178	1968	2	14
KSW-cf_2nd_assembly_k141_2755423||full	598	304	78	62
KSW-cf_2nd_assembly_k141_1470421||full	94	106	22	48
KSW-cf_2nd_assembly_k141_3393902||full	70	56	0	0
KSW-cf_2nd_assembly_k141_2915254||full	16	14	0	16
KSW-cf_2nd_assembly_k141_23247||full	386	262	18	20
KSW-cf_2nd_assembly_k141_1952760||full	82	52	4	10
KSW-cf_2nd_assembly_k141_4364311||full	6	2	108	232
KSW-cf_2nd_assembly_k141_184625||full	2	16	2	0
KSW-cf_2nd_assembly_k141_4203558||full	0	0	11692	23760
KSW-cf_2nd_assembly_k141_1953985||full	0	0	898	1508
KSW-cf_2nd_assembly_k141_3395757||full	76	62	710	904
KSW-cf_2nd_assembly_k141_1954629||full	22	24	1230	2848
KSW-cf_2nd_assembly_k141_4044376||full	0	0	17684	10354
KSW-cf_2nd_assembly_k141_2276567||full	0	0	94	78
KSW-cf_2nd_assembly_k141_1473382||full	8	12	0	0
KSW-cf_2nd_assembly_k141_1955830||full	16	16	994	1230
KSW-cf_2nd_assembly_k141_1956102||full	134	64	0	0
KSW-cf_2nd_assembly_k141_509135||full	1132	2038	156	140
KSW-cf_2nd_assembly_k141_3564264||full	116	74	6	2
KSW-cf_2nd_assembly_k141_2919575||full	662	356	106	90
KSW-cf_2nd_assembly_k141_1636345||full	0	0	45628	26410
KSW-cf_2nd_assembly_k141_2920699||full	0	8	54	314
KSW-cf_2nd_assembly_k141_1154909||full	0	0	8	274
KSW-cf_2nd_assembly_k141_666287||full	166	92	0	0
KSW-cf_2nd_assembly_k141_351338||full	52	22	4	2
KSW-cf_2nd_assembly_k141_3400880||full	60	50	4	4
KSW-cf_2nd_assembly_k141_667014||full	0	4	8	6
KSW-cf_2nd_assembly_k141_667611||full	12	24	0	4
KSW-cf_2nd_assembly_k141_3890211||full	4	4	29714	57252
KSW-cf_2nd_assembly_k141_3086472||full	254	182	12	10
KSW-cf_2nd_assembly_k141_2765059||full	22	32	4	0
KSW-cf_2nd_assembly_k141_1481023||full	10	38	0	0
KSW-cf_2nd_assembly_k141_999355||full	18	24	56506	32548
KSW-cf_2nd_assembly_k141_34938||full	14	20	10	2
KSW-cf_2nd_assembly_k141_2608510||full	0	4	196	224
KSW-cf_2nd_assembly_k141_2767135||full	2	2	1204	2324
KSW-cf_2nd_assembly_k141_3573034||full	10	4	2532	5342
KSW-cf_2nd_assembly_k141_3092414||full	2	18	0	2
KSW-cf_2nd_assembly_k141_2128758||full	150	44	0	0
KSW-cf_2nd_assembly_k141_2768826||full	6	8	2	0
KSW-cf_2nd_assembly_k141_3897968||full	2	0	26518	15202
KSW-cf_2nd_assembly_k141_199672||full	30	36	0	0
KSW-cf_2nd_assembly_k141_3256152||full	0	0	1640	3058
KSW-cf_2nd_assembly_k141_4531691||full	0	0	20	8
KSW-cf_2nd_assembly_k141_363266||full	76	66	4	20
KSW-cf_2nd_assembly_k141_3739595||full	36	30	14	0
KSW-cf_2nd_assembly_k141_3579252||full	6	2	3058	1344
KSW-cf_2nd_assembly_k141_3741003||full	2	20	0	2
KSW-cf_2nd_assembly_k141_2294422||full	2	0	38846	22202
KSW-cf_2nd_assembly_k141_4534060||full	128	92	8	6
KSW-cf_2nd_assembly_k141_4062873||full	0	0	1508	6062
KSW-cf_2nd_assembly_k141_2616214||full	0	0	778	3006
KSW-cf_2nd_assembly_k141_527291||full	252	192	34	44
KSW-cf_2nd_assembly_k141_44366||full	48	64	4	10
KSW-cf_2nd_assembly_k141_849732||full	6	8	272	174
KSW-cf_2nd_assembly_k141_3416772||full	84	42	0	0
KSW-cf_2nd_assembly_k141_2457117||full	14	26	1124	1200
KSW-cf_2nd_assembly_k141_2297937||full	8	0	360	1534
KSW-cf_2nd_assembly_k141_2458297||full	4	14	196	160
KSW-cf_2nd_assembly_k141_1655462||full	50	44	0	0
KSW-cf_2nd_assembly_k141_3745224||full	0	0	32	18
KSW-cf_2nd_assembly_k141_852818||full	2	0	9580	5520
KSW-cf_2nd_assembly_k141_1978207||full	2	0	70	34
KSW-cf_2nd_assembly_k141_2941809||full	0	0	14	206
KSW-cf_2nd_assembly_k141_2461458||full	136	96	20	14
KSW-cf_2nd_assembly_k141_1336519||full	96	82	78	130
KSW-cf_2nd_assembly_k141_4541053||full	74	86	108	614
KSW-cf_2nd_assembly_k141_2142434||full	2	0	7258	14002
KSW-cf_2nd_assembly_k141_4392784||full	558	314	68	58
KSW-cf_2nd_assembly_k141_536667||full	52	62	2540	5734
KSW-cf_2nd_assembly_k141_3424544||full	680	390	88	90
KSW-cf_2nd_assembly_k141_537241||full	4	2	27302	16352
KSW-cf_2nd_assembly_k141_537669||full	0	0	52	82
KSW-cf_2nd_assembly_k141_2465602||full	8	2	2	32
KSW-cf_2nd_assembly_k141_3270411||full	640	428	86	126
KSW-cf_2nd_assembly_k141_2947886||full	0	0	4	22
KSW-cf_2nd_assembly_k141_3592006||full	42	90	2	2
KSW-cf_2nd_assembly_k141_2145713||full	40	22	4	2
KSW-cf_2nd_assembly_k141_2146507||full	78	72	26	42
KSW-cf_2nd_assembly_k141_2628957||full	0	0	16	10
KSW-cf_2nd_assembly_k141_217759||full	0	0	50	174
KSW-cf_2nd_assembly_k141_1666539||full	16	16	0	0
KSW-cf_2nd_assembly_k141_4548383||full	2	0	30	26
KSW-cf_2nd_assembly_k141_1346605||full	28	34	2	4
KSW-cf_2nd_assembly_k141_383525||full	6	34	18	106
KSW-cf_2nd_assembly_k141_866312||full	106	62	0	0
KSW-cf_2nd_assembly_k141_3921696||full	124	46	2	0
KSW-cf_2nd_assembly_k141_699145||full	84	40	12	22
KSW-cf_2nd_assembly_k141_4081879||full	4	4	34	160
KSW-cf_2nd_assembly_k141_2473948||full	12	72	2	0
KSW-cf_2nd_assembly_k141_3279391||full	0	0	68	1198
KSW-cf_2nd_assembly_k141_4243269||full	128	116	2	4
KSW-cf_2nd_assembly_k141_1030201||full	40	28	2	24
KSW-cf_2nd_assembly_k141_1994393||full	84	60	30	14
KSW-cf_2nd_assembly_k141_2637787||full	34	32	10	22
KSW-cf_2nd_assembly_k141_1834700||full	10	12	102	150
KSW-cf_2nd_assembly_k141_4406969||full	304	180	20	20
KSW-cf_2nd_assembly_k141_550788||full	18	6	0	0
KSW-cf_2nd_assembly_k141_4086648||full	0	2	2	8
KSW-cf_2nd_assembly_k141_2960651||full	30	34	0	2
KSW-cf_2nd_assembly_k141_3607037||full	90	78	22	14
KSW-cf_2nd_assembly_k141_4090120||full	48	54	14	10
KSW-cf_2nd_assembly_k141_4411907||full	8	4	4	4
KSW-cf_2nd_assembly_k141_4561880||full	72	60	2856	5952
KSW-cf_2nd_assembly_k141_3127380||full	26	34	10	6
KSW-cf_2nd_assembly_k141_3444553||full	28	28	52	222
KSW-cf_2nd_assembly_k141_2324531||full	28	46	12	4
KSW-cf_2nd_assembly_k141_2967517||full	48	60	10	6
KSW-cf_2nd_assembly_k141_558927||full	28	48	0	0
KSW-cf_2nd_assembly_k141_74924||full	2	0	1206	2408
KSW-cf_2nd_assembly_k141_75622||full	26	34	4	2
KSW-cf_2nd_assembly_k141_237049||full	2	0	600	1342
KSW-cf_2nd_assembly_k141_1525167||full	2	32	0	0
KSW-cf_2nd_assembly_k141_4741729||full	3474	2420	16	18
KSW-cf_2nd_assembly_k141_3938364||full	52	16	10	8
KSW-cf_2nd_assembly_k141_1687475||full	12	34	2	6
KSW-cf_2nd_assembly_k141_78814||full	0	14	802	1054
KSW-cf_2nd_assembly_k141_2169926||full	70	68	22	4
KSW-cf_2nd_assembly_k141_2652512||full	0	0	44	1470
KSW-cf_2nd_assembly_k141_4099029||full	14	70	2	6
KSW-cf_2nd_assembly_k141_1046843||full	16	20	34	46
KSW-cf_2nd_assembly_k141_1048495||full	142	70	8	2
KSW-cf_2nd_assembly_k141_721574||full	30	40	0	0
KSW-cf_2nd_assembly_k141_2173866||full	164	168	16	32
KSW-cf_2nd_assembly_k141_3781289||full	0	0	202	330
KSW-cf_2nd_assembly_k141_1533141||full	126	106	58	42
KSW-cf_2nd_assembly_k141_886688||full	16	2	10	44
KSW-cf_2nd_assembly_k141_3301329||full	10	18	4	0
KSW-cf_2nd_assembly_k141_4576308||full	8	58	0	0
KSW-cf_2nd_assembly_k141_4577183||full	32	28	40	200
KSW-cf_2nd_assembly_k141_2016706||full	158	68	2	0
KSW-cf_2nd_assembly_k141_4577581||full	34	34	14	0
KSW-cf_2nd_assembly_k141_4266906||full	2	4	276	548
KSW-cf_2nd_assembly_k141_1697198||full	46	24	12	6
KSW-cf_2nd_assembly_k141_3460770||full	608	348	88	78
KSW-cf_2nd_assembly_k141_4106472||full	2	2	5848	2568
KSW-cf_2nd_assembly_k141_91091||full	100	92	20	28
KSW-cf_2nd_assembly_k141_1539577||full	32	30	8	40
KSW-cf_2nd_assembly_k141_3951738||full	10	10	862	800
KSW-cf_2nd_assembly_k141_2342673||full	0	0	3196	5906
KSW-cf_2nd_assembly_k141_1058892||full	0	2	4	2
KSW-cf_2nd_assembly_k141_3791174||full	2	0	0	22
KSW-cf_2nd_assembly_k141_1380320||full	94	100	12	18
KSW-cf_2nd_assembly_k141_4584553||full	118	68	26	24
KSW-cf_2nd_assembly_k141_3792512||full	36	42	1032	918
KSW-cf_2nd_assembly_k141_1705666||full	864	498	346	604
KSW-cf_2nd_assembly_k141_3793840||full	20	12	56	42
KSW-cf_2nd_assembly_k141_2186749||full	24	36	14	12
KSW-cf_2nd_assembly_k141_2348425||full	174	98	0	0
KSW-cf_2nd_assembly_k141_4588309||full	76	64	0	0
KSW-cf_2nd_assembly_k141_3958385||full	154	96	16	6
KSW-cf_2nd_assembly_k141_3795891||full	0	18	0	2
KSW-cf_2nd_assembly_k141_1548037||full	4	8	0	0
KSW-cf_2nd_assembly_k141_1711371||full	62	102	152	522
KSW-cf_2nd_assembly_k141_1551132||full	10	0	1562	6452
KSW-cf_2nd_assembly_k141_4767652||full	62	46	2	4
KSW-cf_2nd_assembly_k141_3475224||full	14	28	6	4
KSW-cf_2nd_assembly_k141_103626||full	20	46	14	2
KSW-cf_2nd_assembly_k141_4282573||full	0	2	29198	16992
KSW-cf_2nd_assembly_k141_2354459||full	30	10	98	182
KSW-cf_2nd_assembly_k141_1713731||full	98	130	14	14
KSW-cf_2nd_assembly_k141_1069775||full	14	2	110	84
KSW-cf_2nd_assembly_k141_2515439||full	108	28	2	4
KSW-cf_2nd_assembly_k141_1070513||full	150	190	1024	1212
KSW-cf_2nd_assembly_k141_1070605||full	112	116	10	16
KSW-cf_2nd_assembly_k141_3160645||full	2	26	0	2
KSW-cf_2nd_assembly_k141_3966291||full	12	18	0	0
KSW-cf_2nd_assembly_k141_2357032||full	16	22	4	12
KSW-cf_2nd_assembly_k141_3001463||full	142	62	0	0
KSW-cf_2nd_assembly_k141_1717816||full	26	28	0	0
KSW-cf_2nd_assembly_k141_4598848||full	10	40	6	4
KSW-cf_2nd_assembly_k141_3163184||full	0	0	9990	5586
KSW-cf_2nd_assembly_k141_2360038||full	2	0	22	180
KSW-cf_2nd_assembly_k141_1879825||full	48	32	28	2
KSW-cf_2nd_assembly_k141_109861||full	0	0	0	20
KSW-cf_2nd_assembly_k141_4452094||full	0	6	2	0
KSW-cf_2nd_assembly_k141_3482535||full	0	0	2620	4668
KSW-cf_2nd_assembly_k141_2040950||full	2	6	94	228
KSW-cf_2nd_assembly_k141_2686375||full	16	18	6	2
KSW-cf_2nd_assembly_k141_2363826||full	4	22	0	0
KSW-cf_2nd_assembly_k141_4293785||full	50	24	6	14
KSW-cf_2nd_assembly_k141_2688738||full	6	2	14	6
KSW-cf_2nd_assembly_k141_2835090||full	596	326	0	8
KSW-cf_2nd_assembly_k141_2205794||full	4	2	40	114
KSW-cf_2nd_assembly_k141_4608177||full	0	0	12074	6912
KSW-cf_2nd_assembly_k141_3333796||full	4	8	0	0
KSW-cf_2nd_assembly_k141_920430||full	150	126	24	10
KSW-cf_2nd_assembly_k141_2209655||full	38	56	8	8
KSW-cf_2nd_assembly_k141_4461470||full	122	136	0	0
KSW-cf_2nd_assembly_k141_1890365||full	84	44	0	0
KSW-cf_2nd_assembly_k141_3175765||full	68	20	4	4
KSW-cf_2nd_assembly_k141_1408602||full	62	22	0	0
KSW-cf_2nd_assembly_k141_4135226||full	44	30	0	0
KSW-cf_2nd_assembly_k141_3983831||full	2	4	12	8
KSW-cf_2nd_assembly_k141_124571||full	0	18	0	0
KSW-cf_2nd_assembly_k141_1575152||full	82	72	4	14
KSW-cf_2nd_assembly_k141_1896320||full	36	114	2	0
KSW-cf_2nd_assembly_k141_2538947||full	184	72	24	16
KSW-cf_2nd_assembly_k141_3343931||full	0	0	50	150
KSW-cf_2nd_assembly_k141_930361||full	0	0	24	220
KSW-cf_2nd_assembly_k141_3184818||full	26	58	0	0
KSW-cf_2nd_assembly_k141_3023916||full	40	48	32	56
KSW-cf_2nd_assembly_k141_3503736||full	160	56	0	0
KSW-cf_2nd_assembly_k141_3992785||full	22	8	42	112
KSW-cf_2nd_assembly_k141_1098780||full	60	106	8	10
KSW-cf_2nd_assembly_k141_2223195||full	0	2	94	86
KSW-cf_2nd_assembly_k141_3188535||full	54	32	14	10
KSW-cf_2nd_assembly_k141_3832543||full	8	6	0	0
KSW-cf_2nd_assembly_k141_3996125||full	2	22	0	0
KSW-cf_2nd_assembly_k141_4476471||full	450	410	22	54
KSW-cf_2nd_assembly_k141_3352193||full	364	702	34	34
KSW-cf_2nd_assembly_k141_3352267||full	10	6	74	100
KSW-cf_2nd_assembly_k141_2387862||full	88	88	14	24
KSW-cf_2nd_assembly_k141_299278||full	0	2	1004	1600
KSW-cf_2nd_assembly_k141_137508||full	0	6	4	16
KSW-cf_2nd_assembly_k141_3353483||full	104	38	14	10
KSW-cf_2nd_assembly_k141_3997895||full	250	564	48	40
KSW-cf_2nd_assembly_k141_1266344||full	0	4	0	0
KSW-cf_2nd_assembly_k141_461625||full	138	88	0	6
KSW-cf_2nd_assembly_k141_3355631||full	0	0	1784	7348
KSW-cf_2nd_assembly_k141_3032706||full	124	42	0	0
KSW-cf_2nd_assembly_k141_3356058||full	2	14	0	0
KSW-cf_2nd_assembly_k141_941902||full	14	6	2	4
KSW-cf_2nd_assembly_k141_2072485||full	78	62	10	4
KSW-cf_2nd_assembly_k141_3198192||full	30	50	6	22
KSW-cf_2nd_assembly_k141_1916677||full	0	4	0	0
KSW-cf_2nd_assembly_k141_3363018||full	86	50	0	0
KSW-cf_2nd_assembly_k141_1113761||full	10	14	10	52
KSW-cf_2nd_assembly_k141_4639146||full	6	14	398	610
KSW-cf_2nd_assembly_k141_3687006||full	34	12	14	4
KSW-cf_2nd_assembly_k141_2083002||full	6	16	0	0
KSW-cf_2nd_assembly_k141_1922601||full	32	82	2	4
KSW-cf_2nd_assembly_k141_317188||full	46	56	70	84
KSW-cf_2nd_assembly_k141_3526536||full	10	32	6	2
KSW-cf_2nd_assembly_k141_2086218||full	46	30	0	0
KSW-cf_2nd_assembly_k141_2407789||full	80	42	8	10
KSW-cf_2nd_assembly_k141_2870846||full	80	44	12	6
KSW-cf_2nd_assembly_k141_957966||full	16	20	0	0
KSW-cf_2nd_assembly_k141_1606671||full	0	0	1168	484
KSW-cf_2nd_assembly_k141_2731333||full	72	30	6	2
KSW-cf_2nd_assembly_k141_2247169||full	6	20	2	2
KSW-cf_2nd_assembly_k141_2568969||full	46	48	0	0
KSW-cf_2nd_assembly_k141_3373966||full	30	22	44	170
KSW-cf_2nd_assembly_k141_4338072||full	108	62	18	22
KSW-cf_2nd_assembly_k141_4499165||full	4	26	0	0
KSW-cf_2nd_assembly_k141_1929085||full	0	0	31020	17826
KSW-cf_2nd_assembly_k141_2877000||full	16	14	6	0
KSW-cf_2nd_assembly_k141_4176987||full	146	42	2	2
KSW-cf_coassembly_k141_4029625||full	62	104	6	14
KSW-cf_coassembly_k141_51523||0_partial	4	12	2	2
KSW-cf_coassembly_k141_51523||1_partial	2	10	0	2
KSW-cf_coassembly_k141_3101089||lt2gene	22	30	328	304
KSW-cf_coassembly_k141_555306||lt2gene	24	46	26	134
KSW-cf_coassembly_k141_2843130||lt2gene	104	158	20	48
KSW-cf_coassembly_k141_2868141||lt2gene	22	26	6	4
KSW-cf_coassembly_k141_1678239||lt2gene	0	0	82	308
KSW-cf_coassembly_k141_764307||lt2gene	54	60	24	8
KSW-cf_2nd_assembly_k141_969602||lt2gene	112	140	0	2
KSW-cf_2nd_assembly_k141_242819||lt2gene	2626	1504	14	4
KSW-C0_1_C_NODE_526_length_46203_cov_8.289157||full	5032	2822	248	548
KSW-C0_1_C_NODE_708_length_39455_cov_24.055812||full	11870	7108	1604	1880
KSW-C0_1_C_NODE_915_length_33586_cov_21.614327||full	10396	5902	1420	1638
KSW-C0_1_C_NODE_1185_length_28670_cov_7.274926||full	26	160	0	0
KSW-C0_1_C_NODE_1375_length_25677_cov_45.144836||full	8152	7330	30	40
KSW-C0_1_C_NODE_1525_length_23935_cov_22.564657||full	130	364	0	8
KSW-C0_1_C_NODE_2389_length_17288_cov_12.185632||full	1590	1170	94	128
KSW-C0_1_C_NODE_2450_length_16928_cov_14.839092||full	48	50	6	8
KSW-C0_1_C_NODE_2778_length_15349_cov_10.788871||full	992	700	94	80
KSW-C0_1_C_NODE_3429_length_12981_cov_7.196039||full	222	228	148	172
KSW-C0_1_C_NODE_3623_length_12453_cov_20.321987||full	228	292	22	18
KSW-C0_1_C_NODE_3883_length_11709_cov_9.663034||full	22	56	2	0
KSW-C0_1_C_NODE_3957_length_11528_cov_14.524710||full	28	98	0	2
KSW-C0_1_C_NODE_4012_length_11412_cov_10.397904||full	24	30	2	8
KSW-C0_1_C_NODE_4324_length_10776_cov_9.477288||full	568	352	42	38
KSW-C0_1_C_NODE_4450_length_10542_cov_16.964337||full	12	46	0	0
KSW-C0_1_C_NODE_4571_length_10317_cov_4.096570||full	244	144	34	20
KSW-C0_1_C_NODE_4923_length_9674_cov_7.101258||full	6	54	0	0
KSW-C0_1_C_NODE_4980_length_9587_cov_10.308959||full	334	260	90	74
KSW-C0_1_C_NODE_5163_length_9296_cov_10.106807||full	424	304	46	26
KSW-C0_1_C_NODE_5240_length_9181_cov_9.417050||full	500	410	42	40
KSW-C0_1_C_NODE_5352_length_9005_cov_10.472514||full	10	18	0	0
KSW-C0_1_C_NODE_5420_length_8901_cov_13.622654||full	1028	830	18	4
KSW-C0_1_C_NODE_5671_length_8610_cov_6.862069||full	6	22	0	0
KSW-C0_1_C_NODE_5738_length_8528_cov_7.452614||full	2	26	0	0
KSW-C0_1_C_NODE_5889_length_8341_cov_23.462467||full	348	528	22	6
KSW-C0_1_C_NODE_6003_length_8228_cov_5.990579||full	340	320	72	42
KSW-C0_1_C_NODE_6287_length_7933_cov_5.130998||full	1218	532	130	136
KSW-C0_1_C_NODE_6442_length_7790_cov_6.338849||full	344	290	8	6
KSW-C0_1_C_NODE_6610_length_7644_cov_11.281065||full	390	302	48	44
KSW-C0_1_C_NODE_6631_length_7623_cov_5.152352||full	212	128	24	22
KSW-C0_1_C_NODE_6807_length_7469_cov_17.087402||full	252	392	16	8
KSW-C0_1_C_NODE_6896_length_7365_cov_5.812449||full	664	450	0	10
KSW-C0_1_C_NODE_6907_length_7358_cov_15.435711||full	1142	1022	10	38
KSW-C0_1_C_NODE_7104_length_7199_cov_6.568729||full	292	498	0	0
KSW-C0_1_C_NODE_7160_length_7152_cov_9.750881||full	1504	762	418	796
KSW-C0_1_C_NODE_7170_length_7145_cov_4.726375||full	212	170	4	0
KSW-C0_1_C_NODE_7214_length_7113_cov_4.547606||full	120	180	32	44
KSW-C0_1_C_NODE_7331_length_7021_cov_7.021677||full	278	180	160	378
KSW-C0_1_C_NODE_7342_length_7009_cov_10.184354||full	14	18	8	54
KSW-C0_1_C_NODE_7422_length_6942_cov_11.320168||full	14	14	0	4
KSW-C0_1_C_NODE_7489_length_6885_cov_6.935139||full	104	124	26	28
KSW-C0_1_C_NODE_7538_length_6851_cov_5.902884||full	648	524	0	10
KSW-C0_1_C_NODE_7543_length_6847_cov_10.072144||full	298	192	22	8
KSW-C0_1_C_NODE_7623_length_6785_cov_5.463596||full	436	420	2	2
KSW-C0_1_C_NODE_7841_length_6647_cov_40.755461||full	2458	2286	4	14
KSW-C0_1_C_NODE_7870_length_6630_cov_5.155741||full	496	270	82	116
KSW-C0_1_C_NODE_7939_length_6588_cov_8.573244||full	12	18	2	0
KSW-C0_1_C_NODE_7952_length_6576_cov_5.569545||full	412	194	60	76
KSW-C0_1_C_NODE_7962_length_6566_cov_4.518661||full	482	150	4	0
KSW-C0_1_C_NODE_8033_length_6525_cov_5.175580||full	550	358	10	0
KSW-C0_1_C_NODE_8037_length_6519_cov_51.936417||full	406	952	38	14
KSW-C0_1_C_NODE_8134_length_6460_cov_6.318970||full	674	296	112	58
KSW-C0_1_C_NODE_8214_length_6420_cov_4.455145||full	12	18	4	0
KSW-C0_1_C_NODE_8403_length_6300_cov_7.236349||full	838	256	2	0
KSW-C0_1_C_NODE_8449_length_6272_cov_7.294676||full	36	166	2	0
KSW-C0_1_C_NODE_8474_length_6254_cov_12.167769||full	1726	1710	714	1006
KSW-C0_1_C_NODE_8530_length_6209_cov_4.919565||full	262	176	0	0
KSW-C0_1_C_NODE_8575_length_6183_cov_10.726012||full	342	316	36	48
KSW-C0_1_C_NODE_8647_length_6141_cov_7.620276||full	416	360	12	28
KSW-C0_1_C_NODE_8651_length_6139_cov_4.153189||full	142	64	18	20
KSW-C0_1_C_NODE_8771_length_6083_cov_4.439781||full	162	124	0	0
KSW-C0_1_C_NODE_8782_length_6075_cov_7.013787||full	340	162	60	48
KSW-C0_1_C_NODE_8833_length_6046_cov_10.968453||full	12	34	0	6
KSW-C0_1_C_NODE_8975_length_5978_cov_9.770218||full	10	16	0	0
KSW-C0_1_C_NODE_8991_length_5971_cov_11.377451||full	538	498	6	4
KSW-C0_1_C_NODE_9211_length_5850_cov_40.812942||full	2310	2114	10	18
KSW-C0_1_C_NODE_9233_length_5838_cov_63.647242||full	564	888	8	6
KSW-C0_1_C_NODE_9355_length_5776_cov_13.445202||full	492	424	42	46
KSW-C0_1_C_NODE_9432_length_5740_cov_7.806332||full	612	428	28	36
KSW-C0_1_C_NODE_9508_length_5705_cov_4.246549||full	168	150	8	0
KSW-C0_1_C_NODE_9543_length_5687_cov_11.432173||full	18	18	2	4
KSW-C0_1_C_NODE_9546_length_5686_cov_27.034630||full	890	562	140	152
KSW-C0_1_C_NODE_9616_length_5658_cov_8.349813||full	334	180	24	36
KSW-C0_1_C_NODE_9817_length_5571_cov_5.025018||full	436	274	0	0
KSW-C0_1_C_NODE_9885_length_5543_cov_5.772230||full	628	196	2	0
KSW-C0_1_C_NODE_9904_length_5533_cov_6.147134||full	258	184	0	6
KSW-C0_1_C_NODE_10026_length_5473_cov_6.443337||full	722	352	66	54
