Contig	C0_1_C	C0_2_C	C63_1_C	C63_2_C	T0_1_C	T0_2_C	T63_1_C	T63_2_C
KSW-cf_2nd_assembly_k141_1834170||full	4.7261267	4.0238338	0	0	0	0	0	0
KSW-cf_2nd_assembly_k141_3120432||full	0	0	0	0	0	0	8.397534	2.8879237
KSW-cf_2nd_assembly_k141_2959451||full	0	0	0	0	0	0	0	5.098439
KSW-cf_2nd_assembly_k141_3122239||full	0	4.3468833	0	0	12.550451	21.09118	0	0
KSW-cf_2nd_assembly_k141_872716||full	0	8.418063	0	0	0	0	0	0
KSW-cf_2nd_assembly_k141_2324378||full	4.7599754	2.961554	3.058881	0	0	0	0	0
KSW-cf_2nd_assembly_k141_3130004||full	16.884981	25.065683	0	0	0	0	0	0
KSW-cf_2nd_assembly_k141_3773221||full	0	0	0	0	0	0	5.9398894	0
KSW-cf_2nd_assembly_k141_1527226||full	22.381262	47.452965	0	4.1662087	0	0	0	0
KSW-cf_2nd_assembly_k141_1365574||full	0	0	5.1145196	42.3452	0	0	27.585875	74.55658
KSW-cf_2nd_assembly_k141_3452896||full	5.5230885	6.4305897	0	0	0	0	0	0
KSW-cf_2nd_assembly_k141_1531792||full	0	0	7.0827255	6.586918	0	0	0	0
KSW-cf_2nd_assembly_k141_2174111||full	0	0	0	0	0	0	4.696258	2.349163
KSW-cf_2nd_assembly_k141_2495477||full	79.590645	72.83457	31.950968	14.75056	38.769947	63.225677	11.176039	10.451985
KSW-cf_2nd_assembly_k141_4267963||full	0	4.536758	0	3.0338602	0	0	0	0
KSW-cf_2nd_assembly_k141_3461338||full	26.613096	6.7953277	5.8636293	2.79645	0	0	0	0
KSW-cf_2nd_assembly_k141_2340711||full	0	0	0	0	0	0	2.7800155	3.1669195
KSW-cf_2nd_assembly_k141_730726||full	11.066895	13.267493	0	0	28.516912	23.073881	0	0
KSW-cf_2nd_assembly_k141_3631042||full	0	0	29.954605	43.067123	0	0	64.72111	78.77076
KSW-cf_2nd_assembly_k141_3149050||full	6.513406	8.1050005	0	0	0	0	0	0
KSW-cf_2nd_assembly_k141_3955702||full	4.604699	7.706868	0	0	0	0	0	0
KSW-cf_2nd_assembly_k141_417835||full	16.881603	30.50796	0	0	0	0	0	0
KSW-cf_2nd_assembly_k141_1545057||full	0	6.4810824	0	4.0256996	59.177887	132.7709	9.503762	4.2172346
KSW-cf_2nd_assembly_k141_3959478||full	7.223482	9.031596	0	0	0	0	0	0
KSW-cf_2nd_assembly_k141_421204||full	6.4213676	5.857678	5.987685	4.4781218	0	0	0	0
KSW-cf_2nd_assembly_k141_1869487||full	0	0	2.7858834	3.4457102	0	0	0	0
KSW-cf_2nd_assembly_k141_3959777||full	5.6093435	7.013422	0	0	0	0	0	0
KSW-cf_2nd_assembly_k141_3960674||full	0	5.9960475	0	0	0	0	0	0
KSW-cf_2nd_assembly_k141_2351076||full	8.089561	0	0	0	0	0	0	0
KSW-cf_2nd_assembly_k141_1066931||full	0	0	0	0	10.613425	0	0	0
KSW-cf_2nd_assembly_k141_2031683||full	4.700632	10.707127	0	0	0	0	0	0
KSW-cf_2nd_assembly_k141_3474908||full	12.156638	15.249683	7.417264	0	0	0	0	0
KSW-cf_2nd_assembly_k141_1390522||full	0	4.565012	0	0	0	0	0	0
KSW-cf_2nd_assembly_k141_2515352||full	0	0	0	3.571273	0	0	0	2.5814197
KSW-cf_2nd_assembly_k141_2195307||full	47.48293	12.894532	3.0882814	0	91.9642	96.23552	0	0
KSW-cf_2nd_assembly_k141_426971||full	0	0	9.084729	7.779056	0	0	10.044319	20.124792
KSW-cf_2nd_assembly_k141_1555367||full	14.394991	5.38722	0	0	29.552868	35.382015	0	0
KSW-cf_2nd_assembly_k141_3480446||full	0	4.8967934	0	0	0	0	0	0
KSW-cf_2nd_assembly_k141_3806616||full	0	5.1596437	0	0	14.667891	0	0	0
KSW-cf_2nd_assembly_k141_3807520||full	0	5.558384	0	0	0	0	0	0
KSW-cf_2nd_assembly_k141_3970489||full	7.5550523	0	0	0	0	0	0	0
KSW-cf_2nd_assembly_k141_1722444||full	0	6.7064905	5.4118	5.417219	0	0	0	0
KSW-cf_2nd_assembly_k141_3484567||full	0	0	15.971718	0	0	0	0	0
KSW-cf_2nd_assembly_k141_600237||full	0	0	5.606339	7.5916243	0	0	4.6197453	4.186195
KSW-cf_2nd_assembly_k141_2206485||full	0	0	0	0	0	0	148.44482	39.673435
KSW-cf_2nd_assembly_k141_441610||full	4.8069396	8.65066	0	0	0	0	0	0
KSW-cf_2nd_assembly_k141_4610439||full	0	6.357855	0	0	0	0	0	0
KSW-cf_2nd_assembly_k141_3492925||full	0	0	0	0	15.212704	10.273159	0	0
KSW-cf_2nd_assembly_k141_2372425||full	7.4933786	6.365006	0	0	0	0	0	0
KSW-cf_2nd_assembly_k141_924723||full	0	3.5057182	0	0	0	0	0	0
KSW-cf_2nd_assembly_k141_1573891||full	0	6.2693005	0	0	0	0	0	0
KSW-cf_2nd_assembly_k141_1091402||full	0	3.815217	0	0	15.061885	0	0	0
KSW-cf_2nd_assembly_k141_1092754||full	0	0	4.8490114	0	0	0	0	0
KSW-cf_2nd_assembly_k141_931278||full	0	0	6.582738	0	0	0	0	0
KSW-cf_2nd_assembly_k141_2541200||full	0	0	0	0	0	0	20.155893	58.75658
KSW-cf_2nd_assembly_k141_452497||full	8.010032	10.7099495	0	0	0	0	0	0
KSW-cf_2nd_assembly_k141_4796536||full	0	9.979726	0	0	0	0	0	0
KSW-cf_2nd_assembly_k141_2543307||full	0	6.016134	0	0	0	0	0	0
KSW-cf_2nd_assembly_k141_4622718||full	0	0	0	0	0	0	0	6.1703515
KSW-cf_2nd_assembly_k141_1423572||full	5.2134166	0	0	0	0	36.86469	0	0
KSW-cf_2nd_assembly_k141_3191602||full	6.6753206	0	0	0	0	0	0	0
KSW-cf_2nd_assembly_k141_1104477||full	17.343046	17.557373	10.443454	4.9079785	0	0	0	0
KSW-cf_2nd_assembly_k141_3194854||full	0	2.8671205	0	0	0	0	0	0
KSW-cf_2nd_assembly_k141_1269021||full	10.121432	3.2000983	0	0	0	0	0	0
KSW-cf_2nd_assembly_k141_1914417||full	4.8534822	4.958718	0	0	0	0	0	0
KSW-cf_2nd_assembly_k141_2397226||full	12.760774	19.90568	8.179098	0	0	0	0	0
KSW-cf_2nd_assembly_k141_4165441||full	4.710907	5.9095154	0	0	0	0	0	0
KSW-cf_2nd_assembly_k141_3209086||full	0	8.809046	0	0	0	0	0	0
KSW-cf_2nd_assembly_k141_4495031||full	5.0393953	0	0	0	0	0	0	0
KSW-cf_2nd_assembly_k141_2245318||full	0	6.7825556	0	0	0	0	0	0
KSW-cf_2nd_assembly_k141_1605736||full	23.105707	22.919123	5.9310884	4.5073123	0	0	0	0
KSW-cf_2nd_assembly_k141_1443590||full	9.496237	0	0	0	0	0	0	0
KSW-cf_2nd_assembly_k141_4497354||full	0	14.347115	0	0	0	0	0	0
KSW-cf_2nd_assembly_k141_3695534||full	0	0	0	0	0	0	5.2787423	3.3379323
KSW-cf_2nd_assembly_k141_959872||full	0	6.4886403	0	0	0	0	0	0
KSW-cf_coassembly_k141_1216892||full	6.7208223	24.8092	0	0	0	0	0	0
KSW-cf_coassembly_k141_839660||full	30.876127	57.31035	0	0	0	14.388263	0	0
KSW-cf_coassembly_k141_4029517||full	0	0	0	0	0	0	4.2083106	6.27139
KSW-cf_2nd_assembly_k141_4021399||full	25.325338	51.70401	0	0	0	16.809755	0	0
KSW-cf_coassembly_k141_2022252||0_partial	15.60478	7.8919044	0	0	40.22272	32.066788	0	0
KSW-cf_coassembly_k141_11080||0_partial	24.232264	0	3.141302	0	0	0	0	0
KSW-cf_coassembly_k141_1761433||0_partial	0	3.806332	0	0	0	11.441319	0	0
KSW-cf_coassembly_k141_288687||0_partial	4.9610643	10.84535	0	0	0	15.844728	0	0
KSW-cf_coassembly_k141_3938112||0_partial	5.88513	0	11.112807	0	0	0	0	0
KSW-cf_coassembly_k141_994096||0_partial	0	0	0	7.4715705	0	0	13.755431	11.234965
KSW-cf_coassembly_k141_468583||0_partial	8.890613	10.773395	0	0	38.65798	18.127151	0	0
KSW-cf_coassembly_k141_1294655||0_partial	0	0	8.162508	5.61867	0	0	3.5850568	0
KSW-cf_coassembly_k141_3583159||0_partial	0	0	0	6.961401	0	0	16.631252	9.054571
KSW-cf_coassembly_k141_2144574||0_partial	6.697652	6.601259	0	0	29.08731	15.174838	0	0
KSW-cf_2nd_assembly_k141_4425246||0_partial	0	0	267.52444	253.40002	0	0	328.35837	128.9356
KSW-cf_coassembly_k141_808735||lt2gene	10.539238	15.053548	7.197536	3.6384532	0	0	0	0
KSW-cf_coassembly_k141_3633873||lt2gene	7.004158	11.138033	0	0	41.731125	29.520048	0	0
KSW-cf_coassembly_k141_2020580||lt2gene	0	5.6549215	4.0344415	3.9601567	0	0	0	0
KSW-cf_coassembly_k141_277053||lt2gene	11.593703	0	0	0	0	0	0	0
KSW-cf_coassembly_k141_2697241||lt2gene	6.625058	9.0249405	0	0	0	0	0	0
KSW-cf_coassembly_k141_820451||lt2gene	0	6.8711853	0	0	0	0	0	0
KSW-cf_coassembly_k141_1493106||lt2gene	4.34125	4.75419	0	0	0	0	0	0
KSW-cf_coassembly_k141_15389||lt2gene	0	0	0	0	0	0	0	7.4137955
KSW-cf_coassembly_k141_2974373||lt2gene	0	0	11.1366625	0	0	0	0	0
KSW-cf_coassembly_k141_3781901||lt2gene	16.349747	26.229326	14.723239	6.324818	0	0	0	0
KSW-cf_coassembly_k141_1495243||lt2gene	9.039551	8.696607	4.63579	0	0	0	0	0
KSW-cf_coassembly_k141_3785005||lt2gene	4.40524	7.470891	3.4481869	0	0	0	0	0
KSW-cf_coassembly_k141_559679||lt2gene	12.928053	14.061102	7.477106	0	0	0	0	0
KSW-cf_coassembly_k141_2038497||lt2gene	4.578755	4.9374595	0	0	0	0	0	0
KSW-cf_coassembly_k141_2172470||lt2gene	0	3.265908	0	0	0	0	0	0
KSW-cf_coassembly_k141_2576172||lt2gene	4.9030366	5.662055	0	0	0	0	0	0
KSW-cf_coassembly_k141_430764||lt2gene	0	0	0	0	0	0	0	6.6087036
KSW-cf_coassembly_k141_164823||lt2gene	6.2914367	7.499158	0	0	0	0	0	0
KSW-cf_coassembly_k141_1105826||lt2gene	0	7.1158543	0	0	0	0	0	0
KSW-cf_coassembly_k141_2589525||lt2gene	5.0355864	7.735144	0	0	0	13.249983	0	0
KSW-cf_coassembly_k141_1517763||lt2gene	21.963455	26.092648	5.0642576	0	85.76653	72.44129	0	3.1344855
KSW-cf_coassembly_k141_2866206||lt2gene	9.754871	6.431298	0	0	0	0	0	0
KSW-cf_coassembly_k141_3276763||lt2gene	8.078644	11.797923	0	0	0	0	0	0
KSW-cf_coassembly_k141_3544839||lt2gene	5.5999618	6.3886404	0	0	0	15.337082	0	0
KSW-cf_coassembly_k141_859284||lt2gene	0	7.0982695	0	0	0	0	0	0
KSW-cf_coassembly_k141_1666967||lt2gene	7.1118717	8.157339	2.413949	0	0	0	0	0
KSW-cf_coassembly_k141_867822||lt2gene	9.587203	8.917621	5.5348554	0	0	0	0	0
KSW-cf_coassembly_k141_2614892||lt2gene	6.4287233	7.401316	0	0	0	0	0	0
KSW-cf_coassembly_k141_1142857||lt2gene	0	0	0	0	0	0	3.5996284	7.4878893
KSW-cf_coassembly_k141_2647888||lt2gene	0	7.59928	0	0	0	0	0	0
KSW-cf_coassembly_k141_224838||lt2gene	6.508536	7.672681	0	2.5654712	19.779278	26.23903	0	0
KSW-cf_coassembly_k141_2113001||lt2gene	5.4133573	5.8585305	2.6396215	0	0	0	0	0
KSW-cf_coassembly_k141_2792696||lt2gene	7.7918754	6.5213537	0	0	0	0	0	0
KSW-cf_coassembly_k141_774065||lt2gene	13.911926	14.72809	0	0	40.109386	42.161526	0	0
KSW-cf_coassembly_k141_1718044||lt2gene	6.1321917	8.229963	0	0	0	0	0	0
KSW-cf_coassembly_k141_2400734||lt2gene	4.7324367	14.532693	0	0	14.516699	13.190228	0	0
KSW-cf_coassembly_k141_661310||lt2gene	0	8.232908	0	0	0	0	0	0
KSW-cf_coassembly_k141_3478490||lt2gene	0	7.459877	0	0	0	0	0	0
KSW-cf_coassembly_k141_2674951||lt2gene	0	4.496964	5.78901	0	0	0	0	0
KSW-cf_coassembly_k141_1732076||lt2gene	9.987945	15.533406	5.997494	3.622734	0	0	0	0
KSW-cf_coassembly_k141_1203463||lt2gene	5.6825027	6.235454	0	0	0	0	0	0
KSW-cf_coassembly_k141_2012689||lt2gene	7.557127	9.58194	6.5936065	4.163184	0	0	0	0
KSW-cf_coassembly_k141_938960||lt2gene	0	11.87945	0	0	0	0	0	0
KSW-cf_coassembly_k141_2687515||lt2gene	0	6.6326933	0	0	0	0	0	0
KSW-cf_coassembly_k141_2550740||lt2gene	4.7180386	4.325944	2.5987985	0	0	0	0	0
KSW-cf_2nd_assembly_k141_506023||lt2gene	10.408635	19.934387	0	0	27.745714	40.071453	0	0
KSW-cf_2nd_assembly_k141_3081540||lt2gene	6.0221786	6.5174193	0	0	0	0	0	0
KSW-cf_2nd_assembly_k141_1329569||lt2gene	10.291737	4.916463	2.934496	0	0	0	0	0
KSW-cf_2nd_assembly_k141_1024324||lt2gene	4.5060797	6.4925146	0	0	0	0	0	0
KSW-cf_2nd_assembly_k141_1033298||lt2gene	0	5.983396	0	0	0	0	0	0
KSW-cf_2nd_assembly_k141_2170009||lt2gene	0	7.561116	0	0	0	0	0	0
KSW-cf_2nd_assembly_k141_4434912||lt2gene	10.878795	3.2712085	0	0	0	0	0	0
KSW-cf_2nd_assembly_k141_2836577||lt2gene	0	5.2150273	0	0	0	0	0	0
KSW-cf_2nd_assembly_k141_2843009||lt2gene	6.1953764	5.941837	0	0	0	0	0	0
KSW-cf_2nd_assembly_k141_4644872||lt2gene	6.0341434	0	0	0	0	0	0	0
KSW-cf_2nd_assembly_k141_1924356||lt2gene	0	4.856212	0	0	0	0	0	0
KSW-cf_2nd_assembly_k141_2407662||lt2gene	0	7.092067	0	0	0	0	0	0
KSW-C0_1_V_NODE_365_length_5012_cov_4.224127	31.235624	39.833218	9.816738	4.803348	0	21.152122	0	0
KSW-C63_1_V_NODE_32_length_20744_cov_16.429069	0	5.5730743	0	0	0	0	0	0
KSW-C63_2_V_NODE_694_length_5282_cov_5.092214	35.566746	33.489952	20.034506	11.078023	93.64773	118.482994	3.742126	4.175348
KSW-T0_1_V_NODE_305_length_7273_cov_6.620809	0	3.7663996	0	0	0	0	0	0
KSW-T0_2_V_NODE_164_length_7560_cov_18.808261	7.7362194	0	3.6672816	0	17.376951	14.927789	0	2.9172206
KSW-T63_1_V_NODE_214_length_13550_cov_54.242682	0	0	0	0	0	0	3.3064747	6.064539
KSW-T63_1_V_NODE_371_length_10553_cov_8.153934	86.826294	19.226202	6.2534328	6.21016	0	0	0	0
KSW-T63_1_V_NODE_585_length_8286_cov_5.374681	0	3.9223027	0	0	0	0	0	0
KSW-T63_1_V_NODE_708_length_7453_cov_4.140849	0	4.360687	0	0	0	0	0	0
KSW-T63_1_V_NODE_997_length_6178_cov_25.294627	5.7374477	7.44004	0	4.654502	0	0	3.7681854	2.1027555
KSW-T63_1_V_NODE_1441_length_5053_cov_14.894158	0	6.89128	0	0	0	0	0	0
KSW-T63_2_V_NODE_1405_length_5876_cov_81.733723	92.797295	7.6643953	12.227672	10.185771	0	0	0	0
KSW-T63_2_V_NODE_1787_length_5175_cov_2.853711	0	0	0	0	0	0	0	4.553574
KSW-T63_2_V_NODE_1858_length_5076_cov_2.553675	0	0	6.2311916	11.198245	0	0	152.55801	142.72359
KSW-megahit_k141_977537	0	0	0	0	0	0	4.94168	7.8007565
KSW-megahit_k141_1050436	7.7325373	0	4.77036	0	0	0	0	0
KSW-megahit_k141_690683	3.9149494	7.743271	0	0	0	0	0	0
KSW-megahit_k141_294044	0	0	0	0	0	0	0	4.4658546
KSW-megahit_k141_403118	0	0	16.771763	405.14706	0	0	523.036	733.09906
KSW-megahit_k141_910855	12.891141	17.038958	7.901166	0	0	0	0	0
KSW-megahit_k141_443151	0	0	0	0	0	0	0	3.3442483
KSW-megahit_k141_372065	60.21917	0	10.449746	5.897474	0	0	0	0
KSW-megahit_k141_156975	0	7.427791	0	0	0	0	0	0
KSW-megahit_k141_952969	5.8974514	0	0	0	0	0	0	0
KSW-megahit_k141_268763	0	0	0	0	0	0	19.465778	8.570955
KSW-megahit_k141_668106	0	0	0	4.4499946	0	0	0	0
KSW-megahit_k141_1068435	0	0	0	2.3404384	0	0	0	0
KSW-megahit_k141_780165	8.325112	5.7950387	3.7209299	0	0	0	0	0
KSW-megahit_k141_961858	10.727266	0	3.545287	0	0	0	0	0
KSW-megahit_k141_601211	11.3193245	14.961398	6.32562	10.017597	0	0	7.0388966	4.157265
KSW-megahit_k141_203766	0	0	0	0	0	0	0	4.0764
KSW-megahit_k141_130780	0	3.3556924	0	0	0	0	0	0
KSW-megahit_k141_23084	37.579338	35.587505	17.948153	8.587048	0	25.447104	0	0
KSW-megahit_k141_131991	0	0	0	0	0	0	0	10.246052
KSW-megahit_k141_639972	0	0	3.4603333	0	0	0	0	0
KSW-megahit_k141_570634	0	4.0330834	0	0	0	0	0	0
KSW-megahit_k141_139454	0	0	0	0	0	0	2.7737136	4.206873
KSW-megahit_k141_756437	0	0	0	0	0	0	6.658113	9.391229
KSW-vf_coassembly_k141_522105	0	5.74571	0	0	0	0	0	0
KSW-vf_coassembly_k141_1009798	5.32732	7.660939	0	0	0	0	0	0
KSW-vf_coassembly_k141_835673	0	3.3656294	0	0	0	0	0	0
KSW-vf_coassembly_k141_905807	10.438317	0	8.978909	3.034912	0	0	0	0
KSW-vf_coassembly_k141_557827	0	6.688627	0	0	0	0	0	0
KSW-vf_coassembly_k141_732021	7.50894	8.261888	0	0	0	0	0	0
KSW-vf_coassembly_k141_140663	5.247171	9.587839	0	0	0	0	0	0
KSW-vf_coassembly_k141_523978	0	3.9474216	0	0	0	0	0	0
KSW-vf_coassembly_k141_768213	0	5.849442	0	0	0	0	0	0
KSW-vf_coassembly_k141_1012059	0	4.420615	0	0	0	0	0	0
KSW-vf_coassembly_k141_73033	0	0	0	0	0	0	110.15664	61.31841
KSW-vf_coassembly_k141_943430	20.560177	13.000571	6.346595	4.459794	0	0	0	0
KSW-vf_coassembly_k141_282034	30.525894	6.717366	8.165829	4.8376417	0	0	0	0
KSW-vf_coassembly_k141_804303	12.403482	15.565379	0	0	0	0	0	0
KSW-vf_coassembly_k141_177930	9.077963	19.592318	0	0	0	0	0	0
KSW-vf_coassembly_k141_910129	4.4836507	8.654315	0	0	0	0	0	0
KSW-vf_coassembly_k141_75754	13.808103	21.096134	3.796817	0	0	0	0	0
KSW-vf_coassembly_k141_215599	11.279031	7.3590407	0	0	0	0	0	0
KSW-vf_coassembly_k141_842651	0	8.343258	0	0	0	0	0	0
KSW-vf_coassembly_k141_77432	0	0	0	0	0	0	4.4730654	0
KSW-vf_coassembly_k141_215999	26.290375	25.78962	11.035393	6.136658	0	0	0	0
KSW-vf_coassembly_k141_112205	0	6.495565	0	0	0	0	0	0
KSW-vf_coassembly_k141_774358	0	0	0	0	0	0	6.2575097	7.711212
KSW-vf_coassembly_k141_601857	0	4.6751275	0	0	0	0	0	0
KSW-vf_coassembly_k141_183571	7.260889	3.972103	0	0	12.276008	19.77966	0	0
KSW-vf_coassembly_k141_879656	0	3.121792	0	0	0	0	0	0
KSW-vf_coassembly_k141_323739	0	3.8218124	0	0	0	0	0	0
KSW-vf_coassembly_k141_149999	27.511793	7.3664117	6.883879	4.666492	0	0	0	0
KSW-vf_coassembly_k141_602918	19.544436	12.984878	3.9954433	0	62.483875	47.04392	0	0
KSW-vf_coassembly_k141_80718	4.910626	4.6173863	4.984707	0	0	0	0	0
KSW-vf_coassembly_k141_603183	0	6.7210717	0	0	0	0	0	0
KSW-vf_coassembly_k141_463452	0	3.5929008	0	0	0	0	0	0
KSW-vf_coassembly_k141_46001	7.6033487	0	0	0	0	0	0	0
KSW-vf_coassembly_k141_256440	23.586683	26.366293	9.731939	0	0	24.381859	0	0
KSW-vf_coassembly_k141_744835	0	3.7888734	0	0	0	0	0	0
KSW-vf_coassembly_k141_813155	5.9921193	11.167683	0	0	0	0	0	0
KSW-vf_coassembly_k141_989784	29.715258	5.3313212	7.6031117	4.1733203	0	0	0	0
KSW-vf_coassembly_k141_433685	0	6.1991014	0	0	0	0	0	0
KSW-vf_coassembly_k141_784818	0	3.5932	0	0	0	0	0	0
KSW-vf_coassembly_k141_471398	0	0	0	0	0	0	0	2.565641
KSW-vf_coassembly_k141_890772	0	11.74758	0	0	0	0	0	0
KSW-vf_coassembly_k141_264801	0	0	0	0	0	0	0	2.1003041
KSW-vf_coassembly_k141_752994	8.358784	9.530036	2.723611	5.7304726	0	0	3.9390016	3.1306958
KSW-vf_coassembly_k141_265902	6.4288716	10.98667	0	0	0	0	0	0
KSW-vf_coassembly_k141_93257	0	7.413634	0	0	0	0	0	0
KSW-vf_coassembly_k141_162959	0	0	0	0	0	0	0	16.509165
KSW-vf_coassembly_k141_616190	0	3.043899	0	0	0	0	0	0
KSW-vf_coassembly_k141_929295	0	4.8139915	0	0	0	0	0	0
KSW-vf_coassembly_k141_303250	18.758179	39.027153	0	0	0	15.995207	0	0
KSW-vf_coassembly_k141_233897	0	0	0	0	0	0	0	3.5696363
KSW-vf_coassembly_k141_931122	0	3.2928267	0	0	0	0	0	0
KSW-vf_coassembly_k141_514515	44.25846	53.04955	22.190832	11.441237	0	25.774952	0	0
KSW-vf_coassembly_k141_1032737	0	0	3.1918027	3.913261	0	0	9.138985	18.324284
KSW-vf_coassembly_k141_796688	0	3.6785736	0	0	0	0	0	0
KSW-vf_coassembly_k141_311356	0	12.740117	0	0	0	0	0	0
KSW-vf_coassembly_k141_242970	6.548128	6.273507	3.5037987	0	15.282893	14.620788	0	0
KSW-vf_coassembly_k141_1008820	12.084251	0	0	0	0	0	0	0
KSW-vf_coassembly_k141_904834	6.062737	0	0	0	0	0	0	0
KSW-C0_1_C_NODE_785_length_37023_cov_55.674692	121.574295	30.548765	10.062004	9.780916	0	16.441889	0	0
KSW-C0_1_C_NODE_816_length_36228_cov_43.108534	71.55461	18.364952	35.213768	18.72666	0	0	0	0
KSW-C0_1_C_NODE_1534_length_23793_cov_19.718974	55.4937	28.93876	8.829595	6.9844117	0	0	0	0
KSW-C0_1_C_NODE_1715_length_21987_cov_12.993252	31.14102	0	0	0	0	0	0	0
KSW-C0_1_C_NODE_1772_length_21495_cov_31.161054	89.8173	91.17292	33.807777	18.822208	9.229827	50.593296	0	0
KSW-C0_1_C_NODE_1795_length_21333_cov_26.822117	68.98222	56.564285	8.072246	7.711446	0	15.950506	0	0
KSW-C0_1_C_NODE_2227_length_18181_cov_36.882213	46.953228	16.216007	9.428758	4.781655	0	0	0	0
KSW-C0_1_C_NODE_2359_length_17451_cov_30.089733	75.01789	75.133286	32.557453	14.887553	0	36.645832	0	0
KSW-C0_1_C_NODE_2380_length_17357_cov_13.970466	37.405754	26.53536	5.8493342	3.1593072	0	0	0	0
KSW-C0_1_C_NODE_2496_length_16645_cov_7.504581	20.762875	7.419691	0	0	0	0	0	0
KSW-C0_1_C_NODE_2569_length_16235_cov_40.921199	77.03426	17.244595	19.674726	11.2039	0	17.062239	0	0
KSW-C0_1_C_NODE_3090_length_14132_cov_23.261419	46.067364	21.256348	7.3776045	5.370873	0	0	0	0
KSW-C0_1_C_NODE_3405_length_13090_cov_6.763560	17.60112	0	0	0	0	0	0	0
KSW-C0_1_C_NODE_3715_length_12173_cov_8.971200	26.400774	0	0	0	0	0	0	0
KSW-C0_1_C_NODE_3891_length_11682_cov_12.194633	35.399426	9.220591	9.426265	4.6940675	0	0	0	0
KSW-C0_1_C_NODE_4295_length_10842_cov_10.468898	26.263527	34.729572	4.574062	4.2559094	0	0	0	0
KSW-C0_1_C_NODE_4776_length_9890_cov_5.964921	17.024092	9.811559	0	0	33.47881	35.27014	0	0
KSW-C0_1_C_NODE_4963_length_9609_cov_5.640779	16.84565	0	0	0	0	0	0	0
KSW-C0_1_C_NODE_5029_length_9503_cov_12.553450	30.461462	3.0291371	0	0	0	0	0	0
KSW-C0_1_C_NODE_5419_length_8902_cov_7.726461	21.634426	6.780219	4.0794635	3.342913	0	0	0	0
KSW-C0_1_C_NODE_5544_length_8758_cov_7.188900	21.248144	35.253696	0	0	29.54076	33.77649	0	0
KSW-C0_1_C_NODE_5880_length_8357_cov_10.685497	31.104101	0	7.4761376	9.202378	477.8476	643.288	46.883366	18.653807
KSW-C0_1_C_NODE_6295_length_7921_cov_20.118739	55.936676	36.51708	3.007167	0	119.987366	179.82013	0	0
KSW-C0_1_C_NODE_6346_length_7873_cov_8.122410	24.161896	4.835725	0	0	0	12.596824	0	0
KSW-C0_1_C_NODE_6851_length_7417_cov_5.563434	10.274881	0	0	0	0	0	0	0
KSW-C0_1_C_NODE_7046_length_7246_cov_6.841190	20.708603	4.4852605	0	0	0	0	0	0
KSW-C0_1_C_NODE_7173_length_7143_cov_4.933973	14.721591	7.9948893	0	0	45.22783	55.536774	0	0
KSW-C0_1_C_NODE_7385_length_6982_cov_7.085896	21.576239	41.561207	0	0	19.967459	39.184425	0	0
KSW-C0_1_C_NODE_7395_length_6968_cov_9.080573	27.723942	6.5965223	0	0	0	15.459867	0	0
KSW-C0_1_C_NODE_7484_length_6890_cov_3.317922	9.946131	3.9083796	0	0	26.45995	31.269766	0	0
KSW-C0_1_C_NODE_7493_length_6880_cov_13.575678	40.44342	10.729925	0	0	0	25.350416	0	0
KSW-C0_1_C_NODE_7510_length_6864_cov_8.436775	25.04558	0	5.2907033	7.355672	511.67398	687.55133	36.859505	13.336245
KSW-C0_1_C_NODE_7566_length_6827_cov_10.428677	20.075829	29.583347	10.638754	7.787353	0	0	0	0
KSW-C0_1_C_NODE_7615_length_6791_cov_17.590410	30.882326	32.885113	12.4201765	7.828635	0	0	0	0
KSW-C0_1_C_NODE_7860_length_6636_cov_3.663425	11.039024	0	19.948078	0	0	0	0	0
KSW-C0_1_C_NODE_8071_length_6500_cov_9.393794	25.53926	3.2143054	4.5657063	5.812831	396.9965	506.39648	28.787273	12.084486
KSW-C0_1_C_NODE_8251_length_6394_cov_5.336804	16.3537	6.244732	0	0	0	0	0	0
KSW-C0_1_C_NODE_8299_length_6365_cov_6.204913	20.1408	5.4708	0	0	0	0	0	0
KSW-C0_1_C_NODE_8589_length_6169_cov_5.301439	14.556072	0	143.05446	234.90744	40.634617	59.870422	163.19398	104.26273
KSW-C0_1_C_NODE_9134_length_5894_cov_7.856996	18.34241	37.495987	0	0	199.00648	289.24	0	0
KSW-C0_1_C_NODE_9181_length_5870_cov_8.755460	25.46231	0	6.519221	7.518972	506.05878	683.6728	35.31898	14.771071
KSW-C0_1_C_NODE_9298_length_5804_cov_10.690381	29.92508	5.599621	0	0	0	20.03341	0	0
KSW-C0_1_C_NODE_9332_length_5786_cov_12.681033	23.075195	10.27116	10.258241	0	92.90419	76.83662	0	0
KSW-C0_1_C_NODE_9392_length_5754_cov_11.843657	33.47057	5.0834513	19.680489	7.7286644	104.13746	95.09408	5.725266	4.252882
KSW-C0_1_C_NODE_9416_length_5745_cov_10.028471	17.27566	16.244038	5.7094855	0	0	0	0	0
KSW-C0_1_C_NODE_9425_length_5742_cov_10.556708	24.383753	28.542992	4.14834	3.5521336	0	0	0	0
KSW-C0_1_C_NODE_9482_length_5717_cov_14.551572	22.837023	0	0	0	0	0	0	0
KSW-C0_1_C_NODE_9860_length_5552_cov_4.240677	12.023872	5.1011534	0	0	22.213026	41.88541	0	0
