OUT	C0_1	C0_2	C63_1	C63_2	T0_1	T0_2	T63_1	T63_2
Virus-enriched_vOTU_3115	0	0	0	0	0	0	4.346585	2.0693974
Virus-enriched_vOTU_3116	0	0	0	0	2.610304	0	2.8454435	0.9583584
Virus-enriched_vOTU_3117	0	0	1.8257487	1.1144404	1.7229024	0	1.7490098	0
Virus-enriched_vOTU_3118	0	0	0	0	0	0	4.4445705	1.9553058
Virus-enriched_vOTU_3119	0	0	3.6818743	0	0	0	1.3604605	1.3551432
Virus-enriched_vOTU_3120	0	0	1.644936	0	2.657507	0	2.0909617	0
Virus-enriched_vOTU_3121	0	0	1.5972866	2.0505147	0	0	1.76995	0.97146666
Virus-enriched_vOTU_3122	0	0	1.6461543	0.9477238	1.8565322	1.3075017	0.63078564	0
Virus-enriched_vOTU_3123	0	0	2.0745234	0	0	0	2.6842732	1.6285927
Virus-enriched_vOTU_3124	0	0	1.3936273	1.2178564	1.6164368	0	1.4454294	0.7140133
Virus-enriched_vOTU_3125	0	0	0	2.1634803	0	0	1.6867371	2.5349116
Virus-enriched_vOTU_3126	0	0	0	0	0	0	0	6.374146
Virus-enriched_vOTU_3127	0	0	1.5616723	1.3409221	1.3221672	1.2203639	0.9193683	0
Virus-enriched_vOTU_3128	0	0	0	1.5598257	0	0	2.2260482	2.5782685
Virus-enriched_vOTU_3129	0	0	0	0	0	0	1.9728503	4.3910108
Virus-enriched_vOTU_3130	0	0	0	1.6305243	0	0	2.4858425	2.2472405
Virus-enriched_vOTU_3131	0	0	1.4355614	0	2.4557753	0	2.4716845	0
Virus-enriched_vOTU_3132	6.3616004	0	0	0	0	0	0	0
Virus-enriched_vOTU_3133	0	0	0	1.1441002	1.6217437	1.1447427	1.3576514	1.0840744
Virus-enriched_vOTU_3134	0	0	1.6142846	2.469541	0	0	2.2666907	0
Virus-enriched_vOTU_3135	0	0	0	1.5778238	2.1589842	0	1.7185665	0.89394295
Virus-enriched_vOTU_3136	0	0	0	0	0	0	3.317657	3.028099
Virus-enriched_vOTU_3137	0	0	0	0	0	0	1.2108729	5.1336694
Virus-enriched_vOTU_3138	0	0	1.3832124	1.5614567	1.5918227	0	0.9873101	0.81998265
Virus-enriched_vOTU_3139	1.46572	0	0	0	1.7749261	0	2.337347	0.76441747
Virus-enriched_vOTU_3140	0	0	1.6776491	0.9550974	0	0	2.1984396	1.4979105
Virus-enriched_vOTU_3141	0	0	1.5372257	4.775406	0	0	0	0
Virus-enriched_vOTU_3142	1.835549	2.8628058	0	0	1.6138602	0	0	0
Virus-enriched_vOTU_3143	0	0	0	1.5132606	0	0.9262265	1.0193647	2.8517659
Virus-enriched_vOTU_3144	0	0	0	1.130918	0	0	3.0865836	2.0921397
Virus-enriched_vOTU_3145	0	0	0	0	0	0	1.1929127	5.115235
Virus-enriched_vOTU_3146	2.5920486	0	0	0	2.3584356	0	1.3518187	0
Virus-enriched_vOTU_3147	0	0	0	1.5772572	2.18069	1.5179447	1.0193396	0
Virus-enriched_vOTU_3148	0	0	0	0	0	0	4.1071224	2.1823182
Virus-enriched_vOTU_3149	0	3.3532739	0	0	1.4098973	1.5204543	0	0
Virus-enriched_vOTU_3150	0	0	0	0	0	6.281342	0	0
Virus-enriched_vOTU_3151	0	0	1.3500386	1.474891	2.2916276	0	1.1639651	0
Virus-enriched_vOTU_3152	0	0	3.3672233	0	1.6816273	0	1.2273868	0
Virus-enriched_vOTU_3153	0	0	0	6.271093	0	0	0	0
Virus-enriched_vOTU_3154	0	0	1.628363	1.75187	1.9504335	0	0.93913585	0
Virus-enriched_vOTU_3155	0	0	0	0	0	0	0	6.2689295
Virus-enriched_vOTU_3156	0	0	0	1.1742773	2.4109516	1.027163	0.87170035	0.77886766
Virus-enriched_vOTU_3157	0	2.638378	0	0	0	3.6230903	0	0
Virus-enriched_vOTU_3158	0	0	1.3767849	0	1.6792208	0	3.201473	0
Virus-enriched_vOTU_3159	0	0	1.7668391	0	2.1811833	0	2.3080585	0
Virus-enriched_vOTU_3160	0	0	0	0	2.1184099	0	2.9978116	1.1372609
Virus-enriched_vOTU_3161	2.7316833	0	0	0	1.5658557	0	1.9551877	0
Virus-enriched_vOTU_3162	0	3.1364903	0	0	1.4310142	1.6749879	0	0
Virus-enriched_vOTU_3163	0	0	0	2.6674669	0	0	1.4681106	2.1058161
Virus-enriched_vOTU_3164	0	0	0	1.1449181	0	0	2.1614852	2.9261072
Virus-enriched_vOTU_3165	1.9526744	0	0	1.3027725	1.9849871	0	0.99141246	0
Virus-enriched_vOTU_3166	0	0	1.7900149	1.5520289	0	1.1321476	0.8716788	0.8823605
Virus-enriched_vOTU_3167	0	0	0	0	0	0	0	6.2271857
Virus-enriched_vOTU_3168	0	0	0	0.63996387	0	0	3.7010794	1.8760123
Virus-enriched_vOTU_3169	0	0	0	0	0	0	1.2775745	4.9371476
Virus-enriched_vOTU_3170	0	6.213657	0	0	0	0	0	0
Virus-enriched_vOTU_3171	0	0	0	1.0841995	0	0	1.9016521	3.2257736
Virus-enriched_vOTU_3172	0	0	2.1379743	0.825433	2.622895	0	0.61829805	0
Virus-enriched_vOTU_3173	0	0	0	0	0	0	1.1768473	5.022068
Virus-enriched_vOTU_3174	0	0	0	0	0	0	0	6.198345
Virus-enriched_vOTU_3175	0	0	1.4733453	0	2.2338188	0	1.5682428	0.9222388
Virus-enriched_vOTU_3176	0	0	2.2637756	0	1.7497537	0	2.1794152	0
Virus-enriched_vOTU_3177	0	0	0	0	0	0	0.7348571	5.437868
Virus-enriched_vOTU_3178	0	0	0	0	0	0	2.6864762	3.4821665
Virus-enriched_vOTU_3179	0	0	0	2.2408276	1.514087	0	2.4084196	0
Virus-enriched_vOTU_3180	0	0	6.16026	0	0	0	0	0
Virus-enriched_vOTU_3181	0	0	0	0	1.6061037	0	2.9484782	1.6052177
Virus-enriched_vOTU_3182	0	0	0	1.1537719	0	0	1.9235198	3.0766852
Virus-enriched_vOTU_3183	0	0	0	2.1309123	0	0	2.2408776	1.78157
Virus-enriched_vOTU_3184	0	0	1.3084418	0	2.1883001	0	1.9006696	0.7554864
Virus-enriched_vOTU_3185	0	0	6.136448	0	0	0	0	0
Virus-enriched_vOTU_3186	1.7951138	2.9877589	0	0	0	1.3527576	0	0
Virus-enriched_vOTU_3187	2.0487626	2.6432228	0	0	0	1.4409747	0	0
Virus-enriched_vOTU_3188	0	0	0	0	0	0	0	6.1227264
Virus-enriched_vOTU_3189	0	0	0	0	0	0	1.0135195	5.104078
Virus-enriched_vOTU_3190	2.0607696	0	0	0	2.0647485	0	1.9831729	0
Virus-enriched_vOTU_3191	0	0	0	0	0	0	0.7829832	5.3241677
Virus-enriched_vOTU_3192	0	0	0	0.9379826	1.795624	0	2.3915575	0.9799269
Virus-enriched_vOTU_3193	0	0	0	0	1.7317098	0	2.838911	1.5339633
Virus-enriched_vOTU_3194	0	0	1.3713146	1.6239941	0	0	1.3937786	1.714652
Virus-enriched_vOTU_3195	0	0	1.2969207	1.2917249	2.7936854	0	0.7167746	0
Virus-enriched_vOTU_3196	0	0	0	0	2.5218768	0	2.4748049	1.0854878
Virus-enriched_vOTU_3197	0	0	1.5674622	1.087252	2.1492805	0	1.27794	0
Virus-enriched_vOTU_3198	0	0	0	1.6386535	0	0	1.3614008	3.0811007
Virus-enriched_vOTU_3199	0	1.8199618	0	0	2.0032768	2.2573595	0	0
Virus-enriched_vOTU_3200	6.0743055	0	0	0	0	0	0	0
Virus-enriched_vOTU_3201	0	0	0	0.93196845	0	0	3.3654077	1.7661444
Virus-enriched_vOTU_3202	0	0	2.82543	0	2.124775	0	1.1121478	0
Virus-enriched_vOTU_3203	0	0	0	0	1.769444	0	3.0153391	1.2774918
Virus-enriched_vOTU_3204	0	0	2.5293176	0	1.4390368	0	1.2523407	0.8405316
Virus-enriched_vOTU_3205	0	0	2.8858235	0	2.0718486	0	1.1032751	0
Virus-enriched_vOTU_3206	0	3.0302334	2.0003371	0	0	1.0297912	0	0
Virus-enriched_vOTU_3207	0	0	0	0.87287086	1.8619461	0	2.307676	1.0161209
Virus-enriched_vOTU_3208	0	0	0	0	0	0	2.4892328	3.5678241
Virus-enriched_vOTU_3209	0	0	2.1406407	0	1.4077047	0	1.8492618	0.6532166
Virus-enriched_vOTU_3210	0	0	0	0	0	0	3.7461503	2.2972329
Virus-enriched_vOTU_3211	0	0	0	2.8318348	0	0	1.2502325	1.9574608
Virus-enriched_vOTU_3212	0	0	0	1.3716831	1.5594851	2.106778	0	0.999384
Virus-enriched_vOTU_3213	0	0	0	1.3641078	1.6253275	2.1541893	0	0.8897153
Virus-enriched_vOTU_3214	0	0	0	0	0	0	6.029065	0
Virus-enriched_vOTU_3215	0	0	0	0	0	0	4.192389	1.834899
Virus-enriched_vOTU_3216	0	0	2.4532678	2.5783043	0	0	0.98516536	0
Virus-enriched_vOTU_3217	0	0	1.1709715	1.0859497	1.9053589	1.2605414	0.59169436	0
Virus-enriched_vOTU_3218	6.002583	0	0	0	0	0	0	0
Virus-enriched_vOTU_3219	0	0	0	0	0	0	3.9278378	2.0729418
Virus-enriched_vOTU_3220	0	0	0	0	1.3698388	0	3.2369492	1.3880106
Virus-enriched_vOTU_3221	0	0	0.93338513	1.4125783	2.1483088	1.4977088	0	0
Virus-enriched_vOTU_3222	0	0	0	0.73137903	0	0	1.733535	3.5212235
Virus-enriched_vOTU_3223	0	0	0	1.7258105	0	0	1.824391	2.432709
Virus-enriched_vOTU_3224	0	0	0	1.8634241	0	0	0.92933154	3.1879947
Virus-enriched_vOTU_3225	0	0	0	0.920398	0	0	3.592355	1.4661537
Virus-enriched_vOTU_3226	0	0	0	0	0	0	2.9263377	3.051722
Virus-enriched_vOTU_3227	0	0	0	0	0	0	3.9647744	2.001129
Virus-enriched_vOTU_3228	0	0	1.3204845	0	0	0	3.105429	1.5365808
Virus-enriched_vOTU_3229	0	0	0	0	0	0	1.2582979	4.6956916
Virus-enriched_vOTU_3230	0	1.7033536	1.5902635	0	1.5589744	0	1.1002495	0
Virus-enriched_vOTU_3231	0	0	0	1.2600129	2.3348308	0	1.2994819	1.0543581
Virus-enriched_vOTU_3232	0	0	1.3485945	0.9354371	2.1542463	1.5099227	0	0
Virus-enriched_vOTU_3233	0	0	1.2490548	1.3364567	2.2326074	0	1.1265441	0
Virus-enriched_vOTU_3234	0	0	0	0	0	0	3.0339851	2.9082177
Virus-enriched_vOTU_3235	0	0	0	0	2.603431	0	2.4992275	0.83935314
Virus-enriched_vOTU_3236	0	0	3.2242527	0	0	0	2.7044888	0
Virus-enriched_vOTU_3237	0	0	1.1865792	0.78125095	0	0	2.5332298	1.4235811
Virus-enriched_vOTU_3238	0	0	0	1.0077362	0	0	2.0710745	2.8418593
Virus-enriched_vOTU_3239	0	0	0	2.4343228	0	0.9827766	1.4547068	1.0424079
Virus-enriched_vOTU_3240	0	0	0	0	0	0	1.2818764	4.628811
Virus-enriched_vOTU_3241	0	0	0	0	0	0	2.682629	3.2254434
Virus-enriched_vOTU_3242	0	0	0	0.8005287	2.7153444	0	2.3831658	0
Virus-enriched_vOTU_3243	0	0	0	0	0	0	1.1460918	4.751586
Virus-enriched_vOTU_3244	0	0	2.9904184	0.8187905	0	0	0.9800381	1.1034058
Virus-enriched_vOTU_3245	0	0	0	2.1215532	0	0	2.360302	1.4071712
Virus-enriched_vOTU_3246	0	0	1.3619252	0	2.3984828	0	2.1250498	0
Virus-enriched_vOTU_3247	0	0	2.25286	0	1.5606105	0	1.1209908	0.9487878
Virus-enriched_vOTU_3248	0	0	0	0	0	0	3.1204035	2.7593267
Virus-enriched_vOTU_3249	0	0	0	1.3135351	1.583853	0.98630303	0.8822642	1.1085955
Virus-enriched_vOTU_3250	0	0	1.1723212	0	0	0	3.369141	1.3327634
Virus-enriched_vOTU_3251	0	0	3.1089404	0	1.9546113	0	0.80508924	0
Virus-enriched_vOTU_3252	0	0	0	0.91069394	2.7056236	0	2.2522304	0
Virus-enriched_vOTU_3253	0	0	1.7107698	1.2147756	1.8381511	1.1019428	0	0
Virus-enriched_vOTU_3254	0	0	0	0	1.5760565	0	2.612391	1.6738831
Virus-enriched_vOTU_3255	0	0	0	0	0	0	3.5584445	2.3006992
Virus-enriched_vOTU_3256	0	0	1.5833988	1.0115979	1.7023188	0	1.5567633	0
Virus-enriched_vOTU_3257	0	0	0	1.1514137	0	0	2.5080209	2.1820083
Virus-enriched_vOTU_3258	0	0	0	0	2.1468713	0	2.7494016	0.9431593
Virus-enriched_vOTU_3259	0	0	0	1.9316996	0	0	1.3833178	2.5218182
Virus-enriched_vOTU_3260	0	3.2034981	0	0	1.419627	1.2130932	0	0
Virus-enriched_vOTU_3261	2.3962271	3.43034	0	0	0	0	0	0
Virus-enriched_vOTU_3262	0	0	0	0	0	0	3.6609294	2.1628551
Virus-enriched_vOTU_3263	0	0	0	1.1238477	0	0	2.0005116	2.6909459
Virus-enriched_vOTU_3264	0	0	0	1.6586305	0	0	0.647371	3.50765
Virus-enriched_vOTU_3265	0	0	0	1.7798712	2.856692	0	1.1756324	0
Virus-enriched_vOTU_3266	0	0	0	0	0	0	5.8119984	0
Virus-enriched_vOTU_3267	0	2.6146438	0	0	2.1621735	1.0326838	0	0
Virus-enriched_vOTU_3268	0	0	0	0	0	0	3.9981961	1.8104434
Virus-enriched_vOTU_3269	0	0	2.216095	0.8507601	2.149324	0	0.57413095	0
Virus-enriched_vOTU_3270	0	0	0	0	2.3141267	0	1.7199448	1.755878
Virus-enriched_vOTU_3271	0	0	0	0	0	0	0	5.7887306
Virus-enriched_vOTU_3272	0	0	1.8274454	0.85109377	1.5322245	0	1.5755718	0
Virus-enriched_vOTU_3273	0	0	0	1.1605217	1.7049538	1.0256977	1.0399657	0.8478096
Virus-enriched_vOTU_3274	1.8375803	0	1.1332245	0	1.5764242	1.2308972	0	0
Virus-enriched_vOTU_3275	0	0	1.9204222	1.8043946	0	0	0.89182323	1.1572992
Virus-enriched_vOTU_3276	0	0	2.1457238	0	2.153488	0	1.4699472	0
Virus-enriched_vOTU_3277	0	0	1.0985091	1.1205415	0	0	1.7023102	1.8474476
Virus-enriched_vOTU_3278	0	0	0	0	2.7542796	0	2.0570314	0.9555644
Virus-enriched_vOTU_3279	0	0	2.276006	0	1.9049193	0	1.5857036	0
Virus-enriched_vOTU_3280	0	0	2.7130501	2.190154	0	0	0.86104345	0
Virus-enriched_vOTU_3281	0	0	1.6726192	0	0	0	2.9482632	1.1432958
Virus-enriched_vOTU_3282	0	0	0	0	0	0	3.0886312	2.668444
Virus-enriched_vOTU_3283	0	4.6926684	0	0	0	1.0642078	0	0
Virus-enriched_vOTU_3284	0	0	0	0	0	0	2.084667	3.6673212
Virus-enriched_vOTU_3285	0	0	0	0	0	0	1.9141614	3.8250709
Virus-enriched_vOTU_3286	0	0	1.8775003	0	0	0	2.4965453	1.3629035
Virus-enriched_vOTU_3287	0	0	0	1.4230651	0	0	2.5062892	1.806118
Virus-enriched_vOTU_3288	0	0	0	1.2263707	0	0	2.502423	1.9890577
Virus-enriched_vOTU_3289	0	3.726856	0	0	0	1.9902625	0	0
Virus-enriched_vOTU_3290	0	0	0	1.8595623	0	0	0.7886598	3.0661564
Virus-enriched_vOTU_3291	0	0	0	0	0	0	2.0846374	3.6244469
Virus-enriched_vOTU_3292	0	0	0	3.1247656	0	0	1.399983	1.1808045
Virus-enriched_vOTU_3293	0	0	1.5766689	1.3084599	1.4904456	1.3293381	0	0
Virus-enriched_vOTU_3294	0	0	1.8944292	1.0154014	0	0	1.0517612	1.7403194
Virus-enriched_vOTU_3295	0	0	0	2.797704	0	0	1.8382543	1.0603683
Virus-enriched_vOTU_3296	0	0	0	0	0	0	2.0691981	3.6225357
Virus-enriched_vOTU_3297	0	0	0	0	5.690469	0	0	0
Virus-enriched_vOTU_3298	0	0	0	0	2.2497895	0	2.1732662	1.2561188
Virus-enriched_vOTU_3299	2.240512	0	0	0	0	0	0	3.4348543
Virus-enriched_vOTU_3300	1.9062989	0	0	0	2.7474325	1.0215424	0	0
Virus-enriched_vOTU_3301	0	0	0	0	0	0	2.4602544	3.2143536
Virus-enriched_vOTU_3302	0	0	0	2.5066693	0	0	1.4424605	1.7231519
Virus-enriched_vOTU_3303	1.453229	0	0	0	2.7096038	0	1.5087758	0
Virus-enriched_vOTU_3304	0	0	0	0	0	0	4.435144	1.2333261
Virus-enriched_vOTU_3305	0	0	0	0	0	0	2.7662747	2.898137
Virus-enriched_vOTU_3306	0	0	2.3336887	0	1.5711943	0	1.7565433	0
Virus-enriched_vOTU_3307	0	0	0	0	0	0	5.6428666	0
Virus-enriched_vOTU_3308	0	0	0	0	4.564694	0	1.0456728	0
Virus-enriched_vOTU_3309	0	0	2.054376	0	2.4655318	0	1.0824152	0
Virus-enriched_vOTU_3310	0	0	0	1.2328142	0	0	1.2904719	3.0779402
Virus-enriched_vOTU_3311	0	0	1.0986625	1.276475	0	0	2.052344	1.1733994
Virus-enriched_vOTU_3312	0	0	1.5132298	0	2.12967	0	1.9574575	0
Virus-enriched_vOTU_3313	0	0	0	0	0	0	2.3582513	3.235914
Virus-enriched_vOTU_3314	0	0	0	2.3264747	0	0	1.9068055	1.3597326
Virus-enriched_vOTU_3315	0	0	1.4232733	2.6984484	0	0	1.4694974	0
Virus-enriched_vOTU_3316	0	0	2.627614	1.3669608	0	0	0.62929296	0.95943874
Virus-enriched_vOTU_3317	0	0	1.0603741	0	2.821933	0	1.6982993	0
Virus-enriched_vOTU_3318	0	0	5.578848	0	0	0	0	0
Virus-enriched_vOTU_3319	0	0	1.8828627	0	2.2350748	0	1.4486598	0
Virus-enriched_vOTU_3320	0	0	1.4084954	4.1444144	0	0	0	0
Virus-enriched_vOTU_3321	5.550652	0	0	0	0	0	0	0
Virus-enriched_vOTU_3322	0	0	2.1429186	2.0132399	0	0	0.7665701	0.6239859
Virus-enriched_vOTU_3323	0	0	1.5980785	1.2289766	2.7186606	0	0	0
Virus-enriched_vOTU_3324	0	0	0	0	0	0	3.9204648	1.6229773
Virus-enriched_vOTU_3325	0	0	0	0	2.4187248	0	2.0898669	1.031653
Virus-enriched_vOTU_3326	2.3855066	0	0.8923761	0	1.2948633	0.9587543	0	0
Virus-enriched_vOTU_3327	0	0	2.5579956	0	1.5749234	0	1.390647	0
Virus-enriched_vOTU_3328	0	4.000519	0	0	0	1.5213809	0	0
Virus-enriched_vOTU_3329	0	0	0	1.2215197	0	0	3.07436	1.2183493
Virus-enriched_vOTU_3330	0	0	0	1.6077678	2.5105395	0	1.393225	0
Virus-enriched_vOTU_3331	0	0	2.9709153	0	1.2324218	0	1.3071945	0
Virus-enriched_vOTU_3332	0	0	0	0	0	0	3.117908	2.3795674
Virus-enriched_vOTU_3333	0	0	1.0479995	1.8358133	0	0	1.2336682	1.3775877
Virus-enriched_vOTU_3334	0	0	1.7302164	1.1484144	1.9053347	0	0.70729226	0
Virus-enriched_vOTU_3335	2.1802118	0	0	0	1.7801695	0	1.524936	0
Virus-enriched_vOTU_3336	0	0	0	0	3.8859148	1.5912635	0	0
Virus-enriched_vOTU_3337	0	0	2.178682	0	1.5955303	0	1.7008582	0
Virus-enriched_vOTU_3338	0	0	0	0	0	0	0.9564445	4.5076914
Virus-enriched_vOTU_3339	0	0	3.1277509	0	1.4334155	0	0.9015378	0
Virus-enriched_vOTU_3340	0	0	0	0	0	0	1.7122415	3.7412114
Virus-enriched_vOTU_3341	0	0	0	0	0	0	3.8088531	1.6439793
Virus-enriched_vOTU_3342	0	0	0	0	0	0	0	5.449875
Virus-enriched_vOTU_3343	0	0	2.5257947	0	1.816703	0	1.1039572	0
Virus-enriched_vOTU_3344	0	0	0	0	3.0525255	0	2.3905463	0
Virus-enriched_vOTU_3345	0	0	2.8965786	0	0	0	2.5385134	0
Virus-enriched_vOTU_3346	0	0	3.1456459	1.1119508	0	0	0	1.1728884
Virus-enriched_vOTU_3347	0	0	1.3397561	0	2.2576542	0	1.8220326	0
Virus-enriched_vOTU_3348	0	0	0	0	0	0	4.214254	1.2047205
Virus-enriched_vOTU_3349	0	0	1.3325552	1.5668207	0	0	2.5180647	0
Virus-enriched_vOTU_3350	0	0	0	0	0	0	4.036693	1.3792807
Virus-enriched_vOTU_3351	0	0	0	0	0	0	2.6797526	2.7337358
Virus-enriched_vOTU_3352	0	0	0	2.5603	0	0	0	2.8529434
Virus-enriched_vOTU_3353	0	0	1.2769979	1.550106	1.4695895	0	1.1056966	0
Virus-enriched_vOTU_3354	0	0	0	0	2.4797087	0	1.5733025	1.3471119
Virus-enriched_vOTU_3355	0	0	0	1.9610791	0	0	1.2094775	2.2269912
Virus-enriched_vOTU_3356	0	0	1.2099372	0	0	0	2.3006017	1.8796269
Virus-enriched_vOTU_3357	0	0	0	1.4563992	0	0	1.7300858	2.2002614
Virus-enriched_vOTU_3358	0	0	1.73555	1.8708391	0	0	1.7749405	0
Virus-enriched_vOTU_3359	0	0	1.4246483	0	2.9511142	0	1.0008302	0
Virus-enriched_vOTU_3360	0	0	1.0126017	1.1515758	1.598925	0	1.6073349	0
Virus-enriched_vOTU_3361	0	0	2.7034075	0	1.281051	0	1.3837547	0
Virus-enriched_vOTU_3362	0	0	1.4753668	3.8923595	0	0	0	0
Virus-enriched_vOTU_3363	0	0	1.4466629	0	1.6128162	0	1.4508197	0.8468186
Virus-enriched_vOTU_3364	0	0	0	0	0	0	5.35509	0
Virus-enriched_vOTU_3365	0	0	0	1.4540758	0	0	0.7458997	3.149227
Virus-enriched_vOTU_3366	0	0	0	0	0	0	0	5.347444
Virus-enriched_vOTU_3367	0	0	0	0	0	0	3.741939	1.6043376
Virus-enriched_vOTU_3368	0	0	0	0	2.245379	0	1.9007909	1.1954259
Virus-enriched_vOTU_3369	0	0	0	1.0874578	0	0	2.534395	1.714037
Virus-enriched_vOTU_3370	0	0	0	1.2472409	1.8695589	1.4275869	0.79143584	0
Virus-enriched_vOTU_3371	0	0	0	0	0	0	1.4290601	3.9051292
Virus-enriched_vOTU_3372	0	0	0	0	0	0	3.495597	1.8375484
Virus-enriched_vOTU_3373	0	0	1.1789787	1.1259358	1.651741	1.3722316	0	0
Virus-enriched_vOTU_3374	0	0	0	0	0	0	3.900076	1.4286954
Virus-enriched_vOTU_3375	0	0	1.5070422	1.2112699	1.9683245	0	0.64164406	0
Virus-enriched_vOTU_3376	0	0	0	1.1685086	1.6499346	0	2.5065422	0
Virus-enriched_vOTU_3377	0	0	0	1.7952261	0	0	0.6508285	2.8705025
Virus-enriched_vOTU_3378	0	0	1.71968	0	1.8094035	0	1.7768381	0
Virus-enriched_vOTU_3379	0	0	1.4098934	3.8931975	0	0	0	0
Virus-enriched_vOTU_3380	0	0	0	1.733677	1.6677964	0	1.9013897	0
Virus-enriched_vOTU_3381	0	0	0	0	0	0	1.4765798	3.8150237
Virus-enriched_vOTU_3382	0	0	0	0	0	0	3.8873723	1.4031733
Virus-enriched_vOTU_3383	0	0	0	1.1702299	1.4394094	1.4375641	1.2399989	0
Virus-enriched_vOTU_3384	0	0	0	0	1.6506115	0	2.6514127	0.9721452
Virus-enriched_vOTU_3385	0	0	3.000827	0	0	0	1.482739	0.788913
Virus-enriched_vOTU_3386	0	0	0	0	1.6012697	0	2.3477883	1.3197992
Virus-enriched_vOTU_3387	0	0	0	0	0	0	1.0157868	4.241436
Virus-enriched_vOTU_3388	0	0	0	0	0	0	1.1193242	4.135886
Virus-enriched_vOTU_3389	0	0	2.1839612	0	1.6755581	0	1.3947775	0
Virus-enriched_vOTU_3390	0	0	0	0	0	0	0	5.2541747
Virus-enriched_vOTU_3391	0	0	0	0	0	0	3.78129	1.4632175
Virus-enriched_vOTU_3392	0	0	0	0.7491339	0	0	2.4097838	2.0821683
Virus-enriched_vOTU_3393	0	0	0	1.8712604	2.4622762	0	0.9022967	0
Virus-enriched_vOTU_3394	0	0	0	1.0262588	2.0764225	0	1.0889343	1.043568
Virus-enriched_vOTU_3395	0	0	1.1814483	1.2679027	0	0	1.9646175	0.82045555
Virus-enriched_vOTU_3396	5.229792	0	0	0	0	0	0	0
Virus-enriched_vOTU_3397	0	0	0	1.5602552	0	0	1.346771	2.3202593
Virus-enriched_vOTU_3398	0	0	0	0	0	0	1.8371427	3.3798277
Virus-enriched_vOTU_3399	0	0	0	0	1.6625279	0	2.5372066	1.0081025
Virus-enriched_vOTU_3400	0	2.602212	0	0	1.4723477	1.1291035	0	0
Virus-enriched_vOTU_3401	1.9879926	0	0	0	1.5828577	0	1.6261656	0
Virus-enriched_vOTU_3402	0	0	0	0	1.5700852	0	2.6650121	0.95974565
Virus-enriched_vOTU_3403	0	0	0	1.9987001	0	0	1.5374157	1.6541109
Virus-enriched_vOTU_3404	0	0	0	0	3.1501882	0	2.0339615	0
Virus-enriched_vOTU_3405	0	0	0	1.2504976	0	0	2.0310895	1.9024987
Virus-enriched_vOTU_3406	0	0	0	0	2.1170447	0	2.0559957	1.0075603
Virus-enriched_vOTU_3407	0	0	2.0953248	0	1.5447602	0	1.5368049	0
Virus-enriched_vOTU_3408	0	2.048265	0	0	2.1814985	0	0.9428895	0
Virus-enriched_vOTU_3409	0	1.4242941	0.97188807	0.9794094	1.7937635	0	0	0
Virus-enriched_vOTU_3410	0	0	0	1.775024	2.0457237	0	1.3473595	0
Virus-enriched_vOTU_3411	0	1.9821652	0	0	2.4587204	0	0.7181409	0
Virus-enriched_vOTU_3412	0	0	0	1.3418778	1.8287549	0	1.1141489	0.86278695
Virus-enriched_vOTU_3413	0	0	0	0	0	0	0	5.146582
Virus-enriched_vOTU_3414	0	0	3.1477182	0	1.3380198	0	0.65198165	0
Virus-enriched_vOTU_3415	0	0	0	0	5.136635	0	0	0
Virus-enriched_vOTU_3416	0	0	0	1.0099297	1.2459402	0	1.6093746	1.2513872
Virus-enriched_vOTU_3417	0	0	1.7892754	0	2.0763576	0	1.2479	0
Virus-enriched_vOTU_3418	0	0	0	0	3.2228274	0	1.8875163	0
Virus-enriched_vOTU_3419	0	0	2.447666	1.1208745	0	0	0.7341688	0.80435973
Virus-enriched_vOTU_3420	0	0	1.1984606	0	2.068811	0	1.8178054	0
Virus-enriched_vOTU_3421	0	0	0	1.0729177	0	0	1.5857674	2.4256349
Virus-enriched_vOTU_3422	0	0	0	0	2.2371871	0	2.847029	0
Virus-enriched_vOTU_3423	0	0	0	1.8065206	0	0	1.6190602	1.6571103
Virus-enriched_vOTU_3424	0	0	2.346595	0	0	0	1.6767603	1.0366218
Virus-enriched_vOTU_3425	0	0	1.5438908	0	1.9605341	0	1.5554988	0
Virus-enriched_vOTU_3426	0	0	0	1.0427647	2.2740927	0	1.7390357	0
Virus-enriched_vOTU_3427	2.0448036	0	0	0	1.9354302	1.0753788	0	0
Virus-enriched_vOTU_3428	0	0	2.8719003	0.6640202	0	0	1.5166819	0
Virus-enriched_vOTU_3429	0	0	0	0	0	0	0	5.0515494
Virus-enriched_vOTU_3430	0	0	0	2.1415255	0	0	1.8233829	1.0835369
Virus-enriched_vOTU_3431	0	0	1.9459981	0	1.6078358	0	1.493754	0
Virus-enriched_vOTU_3432	0	5.047032	0	0	0	0	0	0
Virus-enriched_vOTU_3433	0	0	0	0	0	0	2.734964	2.3113434
Virus-enriched_vOTU_3434	5.0439167	0	0	0	0	0	0	0
Virus-enriched_vOTU_3435	0	0	1.6983895	0.83206224	1.5444916	0	0.96710026	0
Virus-enriched_vOTU_3436	0	0	2.0104492	0	1.6870418	0	1.3441508	0
Virus-enriched_vOTU_3437	0	0	1.6613228	0	1.4936537	0	1.8836837	0
Virus-enriched_vOTU_3438	0	3.4294055	0	0	0	1.6065037	0	0
Virus-enriched_vOTU_3439	0	0	1.5839686	0	1.6108963	0	1.834986	0
