Contig	C0_1_V	C0_2_V	C63_1_V	C63_2_V	T0_1_V	T0_2_V	T63_1_V	T63_2_V
KSW-T63_1_V_NODE_1240_length_5463_cov_13.955251||full	6.579454	4.9992495	4.6097145	5.3707595	8.827739	2.7968936	5.588951	2.6273334
KSW-T63_1_V_NODE_1248_length_5444_cov_58.198553||full	4.12576	0	7.118105	3.8095608	5.1561513	0	19.677952	8.73925
KSW-T63_1_V_NODE_1254_length_5437_cov_22.526942||full	0	0	0	1.3044692	3.6625695	0	7.206293	4.1121755
KSW-T63_1_V_NODE_1257_length_5435_cov_8.949442||full	0	0	1.7694345	0.8095274	2.1229444	0	1.8934214	1.3361604
KSW-T63_1_V_NODE_1266_length_5415_cov_70.829664||full	12.126838	6.4322743	6.2790413	6.469402	17.114258	0	25.41478	10.039654
KSW-T63_1_V_NODE_1267_length_5415_cov_9.553545||full	0	0	4.575438	0.9213966	3.397088	0	3.1989748	1.1398219
KSW-T63_1_V_NODE_1270_length_5411_cov_5.272965||full	0	0	1.4399806	0	1.3082783	0	1.397607	0
KSW-T63_1_V_NODE_1274_length_5401_cov_4.231388||full	0	0	0	0	0	0	1.3117573	0
KSW-T63_1_V_NODE_1279_length_5389_cov_8.301650||full	0	0	1.8257487	1.1144404	1.7229024	0	1.7490098	0
KSW-T63_1_V_NODE_1293_length_5362_cov_4.297532||full	0	0	0	1.1450846	0	0	1.9328843	1.2055634
KSW-T63_1_V_NODE_1301_length_5352_cov_3.898244||full	0	0	2.1406407	0	1.4077047	0	1.8492618	0.6532166
KSW-T63_1_V_NODE_1311_length_5318_cov_24.134904||full	4.2354116	3.09899	6.199799	6.716087	9.645229	2.4655547	6.837427	3.1944382
KSW-T63_1_V_NODE_1316_length_5314_cov_28.478988||full	5.733955	2.7280777	0	0	5.7424874	13.641714	10.405007	15.658293
KSW-T63_1_V_NODE_1322_length_5305_cov_5.146667||full	0	0	0	1.3631514	0	0	2.1135051	0.95044684
KSW-T63_1_V_NODE_1327_length_5296_cov_13.548178||full	0	0	0	0	0	0	4.85779	3.8578033
KSW-T63_1_V_NODE_1334_length_5280_cov_4.223732||full	0	0	0	0	0	0	1.8918937	0
KSW-T63_1_V_NODE_1336_length_5279_cov_66.266271||full	5.95554	0	3.2784607	5.064966	6.516835	1.8412153	22.163082	16.356558
KSW-T63_1_V_NODE_1357_length_5233_cov_6.051564||full	3.0025036	3.1384122	2.7347083	3.820144	4.85185	2.0782578	2.583379	1.8473041
KSW-T63_1_V_NODE_1359_length_5229_cov_7.321801||full	0	0	0	0	0	0	1.5951133	2.163889
KSW-T63_1_V_NODE_1361_length_5227_cov_52.989753||full	0	0	0	2.2710297	1.3425732	0	5.786244	8.656983
KSW-T63_1_V_NODE_1363_length_5226_cov_7.512860||full	7.0062504	5.160917	4.703242	3.445041	6.148674	3.3205996	2.955646	1.7805244
KSW-T63_1_V_NODE_1369_length_5207_cov_5.283773||full	0	0	0	0	0	0	1.2328247	2.0647972
KSW-T63_1_V_NODE_1374_length_5198_cov_84.429710||full	50.100853	341.09225	37.506023	154.95552	374.70468	992.281	37.089817	45.578106
KSW-T63_1_V_NODE_1375_length_5190_cov_7.984615||full	3.7951074	3.9460151	2.72891	4.0223637	9.334184	2.307996	3.2496085	1.6939235
KSW-T63_1_V_NODE_1378_length_5178_cov_12.321491||full	0	0	0	0	1.7500004	0	4.837141	1.4094788
KSW-T63_1_V_NODE_1388_length_5165_cov_4.017221||full	0	0	0	0	0	0	0.7117193	0
KSW-T63_1_V_NODE_1393_length_5156_cov_55.887081||full	8.513199	4.28812	9.081833	13.472478	22.96699	4.445286	17.162615	8.050628
KSW-T63_1_V_NODE_1398_length_5149_cov_54.255987||full	4.985602	2.2183135	2.4929109	2.3942478	6.223265	0	17.24965	9.024114
KSW-T63_1_V_NODE_1399_length_5149_cov_13.652532||full	5.0352964	0	2.2548795	1.1929356	5.013973	0	4.6314087	1.4317735
KSW-T63_1_V_NODE_1412_length_5113_cov_4.921906||full	0	0	0	0	0	0	0.9768614	1.694489
KSW-T63_1_V_NODE_1425_length_5093_cov_9.285629||full	0	0	0	1.0988573	0	0	3.8125253	6.653554
KSW-T63_1_V_NODE_1427_length_5091_cov_232.818507||full	31.636467	3.7042394	3.9419377	9.757626	16.54468	2.8990636	83.94758	143.81613
KSW-T63_1_V_NODE_1430_length_5087_cov_12.471781||full	2.717713	0	0	0	3.9168746	0	4.8351836	1.2455909
KSW-T63_1_V_NODE_1432_length_5082_cov_11.190969||full	0	0	0	0.7863572	0	0	4.493878	1.9783703
KSW-T63_1_V_NODE_1452_length_5034_cov_23.797751||full	0	0	1.4852035	2.1146092	0	0	8.237138	5.060539
KSW-T63_2_V_NODE_21_length_46578_cov_14.796724||full	0	0	0	0	0	0	4.4387393	9.007007
KSW-T63_2_V_NODE_22_length_46484_cov_35.246742||full	0	0	1.5642475	4.113675	1.6440495	1.3206358	5.813287	14.978439
KSW-T63_2_V_NODE_23_length_45985_cov_224.599739||full	0	0	2.745389	11.778823	2.0324728	2.724804	27.991846	124.371284
KSW-T63_2_V_NODE_27_length_44390_cov_19.515823||full	0	0	0	0	0	0	0	11.930872
KSW-T63_2_V_NODE_43_length_34268_cov_198.030719||full	0	0	0	3.9486697	0	0	13.765487	72.29545
KSW-T63_2_V_NODE_47_length_32283_cov_43.631563||full	0	0	1.8599193	3.7984273	1.8035711	0	39.13704	21.634924
KSW-T63_2_V_NODE_55_length_30774_cov_8.125460||full	0	0	2.8051198	0.77120394	0	0	10.500957	4.7876225
KSW-T63_2_V_NODE_80_length_26591_cov_47.200558||full	0	0	1.7009786	4.9913387	2.0085788	1.4554762	7.881744	21.105177
KSW-T63_2_V_NODE_84_length_26250_cov_25.902157||full	4.553503	3.9989047	10.72054	22.895739	11.794213	2.4859595	32.49636	13.786792
KSW-T63_2_V_NODE_85_length_26194_cov_80.082865||full	0	0	7.1548	1.6456023	1.6847872	0	20.587395	18.711178
KSW-T63_2_V_NODE_88_length_25582_cov_23.167078||full	2.8222466	0	4.058729	2.7779667	3.6446784	0	13.129819	7.7147765
KSW-T63_2_V_NODE_96_length_24731_cov_27.059045||full	0	0	0	0	1.4948946	2.1591592	0	10.774066
KSW-T63_2_V_NODE_98_length_24595_cov_11.301304||full	3.8481584	4.8091984	7.267311	9.2832155	12.78882	8.396262	6.7857027	6.8309546
KSW-T63_2_V_NODE_104_length_24070_cov_20.452217||full	4.3773274	2.2142262	5.8333077	4.131211	4.9924884	0	18.294458	11.544718
KSW-T63_2_V_NODE_107_length_23927_cov_210.847730||full	30.883476	0	116.193054	77.93358	36.43469	35.194347	51.654854	100.38455
KSW-T63_2_V_NODE_109_length_23803_cov_9.264275||full	0	0	0	0	0	0	0	5.7887306
KSW-T63_2_V_NODE_113_length_23507_cov_27.458127||full	0	0	0	0	0	0	3.5423255	15.571712
KSW-T63_2_V_NODE_114_length_23287_cov_6.759341||full	0	0	0	2.7237458	0	0	4.6151667	3.2857182
KSW-T63_2_V_NODE_121_length_22208_cov_46.021306||full	0	0	1.9308289	4.6721106	2.0172334	1.6568978	7.1344547	19.327856
KSW-T63_2_V_NODE_123_length_22014_cov_19.956920||full	0	0	0	0	0	0	5.236971	5.8533
KSW-T63_2_V_NODE_126_length_21852_cov_18.981052||full	0	0	2.7806344	2.2408512	0	0	16.97824	7.9608345
KSW-T63_2_V_NODE_132_length_21182_cov_28.231315||full	0	0	13.87922	2.7017953	0	0	23.65291	16.582243
KSW-T63_2_V_NODE_144_length_20386_cov_142.398259||full	0	0	0	0	0	0	13.986927	41.998817
KSW-T63_2_V_NODE_149_length_19970_cov_14.556565||full	0	0	0	0	0	0	0	8.854823
KSW-T63_2_V_NODE_151_length_19903_cov_66.345476||full	91.78835	17.847822	51.905216	40.0541	89.24183	8.022702	79.99976	26.399294
KSW-T63_2_V_NODE_157_length_19621_cov_14.280998||full	0	0	0	0	0	0	4.1095757	8.162091
KSW-T63_2_V_NODE_159_length_19541_cov_40.122806||full	4.8870363	0	12.670076	19.25489	9.709016	6.0489793	18.708412	12.997837
KSW-T63_2_V_NODE_170_length_19016_cov_28.295818||full	0	0	1.3550205	3.2932174	0	1.0771738	4.4491005	11.563972
KSW-T63_2_V_NODE_171_length_18925_cov_346.507313||full	102.87184	9.753917	53.20426	83.61432	110.32215	58.076557	93.298836	65.719154
KSW-T63_2_V_NODE_172_length_18894_cov_15.572005||full	0	0	0	1.8081491	0	0	3.4760945	4.646425
KSW-T63_2_V_NODE_174_length_18843_cov_75.481903||full	7.8834023	0	37.20594	25.459993	13.175443	12.830189	10.997569	18.040007
KSW-T63_2_V_NODE_180_length_18549_cov_61.505353||full	2.2718964	0	0	2.713287	2.464299	1.1600777	8.449106	37.56767
KSW-T63_2_V_NODE_183_length_18426_cov_23.498394||full	0	0	0	0	0	0	0	9.1184435
KSW-T63_2_V_NODE_184_length_18378_cov_10.050647||full	0	0	0	0	0	0	2.1559796	4.3593197
KSW-T63_2_V_NODE_192_length_18011_cov_25.349076||full	0	0	1.1451362	2.9404771	0	0	3.9133532	9.342826
KSW-T63_2_V_NODE_199_length_17720_cov_5.899575||full	0	0	0	0	0	0	2.275656	1.7200024
KSW-T63_2_V_NODE_226_length_16444_cov_13.742022||full	0	0	9.208583	2.53838	0	0	6.902563	4.0479717
KSW-T63_2_V_NODE_231_length_16121_cov_18.093365||full	0	0	0	0	0	0	1.2582979	4.6956916
KSW-T63_2_V_NODE_238_length_15913_cov_10.932211||full	13.091708	15.052737	7.230068	7.1325197	19.0162	8.038651	5.280471	3.4360151
KSW-T63_2_V_NODE_309_length_13738_cov_10.301177||full	0	0	1.9468627	2.621401	1.5320933	0	1.7964659	3.2835982
KSW-T63_2_V_NODE_312_length_13554_cov_20.911401||full	0	0	2.2636533	11.111882	0	0	12.865097	6.4470377
KSW-T63_2_V_NODE_318_length_13459_cov_192.887571||full	0	0	0	0	3.2175322	1.3176894	9.009654	54.982952
KSW-T63_2_V_NODE_324_length_13259_cov_19.764844||full	0	0	0	3.3875346	0	0	3.8414786	9.3643875
KSW-T63_2_V_NODE_330_length_13077_cov_6.913608||full	0	0	0	0	0	0	1.4765798	3.8150237
KSW-T63_2_V_NODE_338_length_12924_cov_17.199238||full	0	0	3.1840339	15.10069	0	0	19.009048	8.831371
KSW-T63_2_V_NODE_353_length_12527_cov_21.993024||full	0	2.543751	11.214638	4.3688245	6.850655	0	8.36591	5.8532662
KSW-T63_2_V_NODE_355_length_12494_cov_8.008924||full	0	0	0	0.9935718	0	0	2.8197954	2.6484566
KSW-T63_2_V_NODE_358_length_12468_cov_5.898091||full	0	0	0	0	0	0	0	3.4830697
KSW-T63_2_V_NODE_367_length_12338_cov_20.838069||full	0	0	0	0.7628329	0	0	2.6796343	7.489991
KSW-T63_2_V_NODE_369_length_12288_cov_15.336303||full	4.7518277	3.3328328	9.2674465	10.991321	7.7179394	4.7744946	7.9962645	5.5124035
KSW-T63_2_V_NODE_371_length_12254_cov_16.226166||full	0	0	3.926226	4.442237	3.3702545	0	4.986675	6.927156
KSW-T63_2_V_NODE_377_length_12174_cov_207.800314||full	0	0	1.7500106	7.5979557	0	0	22.554531	104.47541
KSW-T63_2_V_NODE_378_length_12156_cov_192.501942||full	0	0	0	7.8230276	0	0	9.540876	64.93725
KSW-T63_2_V_NODE_380_length_12153_cov_25.806580||full	0	0	0	2.209195	0	0	21.866001	11.8512335
KSW-T63_2_V_NODE_382_length_12128_cov_7.780999||full	0	0	0	0	0	0	1.9728503	4.3910108
KSW-T63_2_V_NODE_392_length_11979_cov_76.504613||full	0	0	0	1.7537292	2.796251	2.5500607	12.322502	25.789011
KSW-T63_2_V_NODE_399_length_11860_cov_27.327150||full	0	0	1.4862292	3.7297938	1.4797636	0	5.071148	12.797421
KSW-T63_2_V_NODE_411_length_11713_cov_12.273718||full	0	0	0	1.3977009	0	0	3.9250114	5.882408
KSW-T63_2_V_NODE_441_length_11295_cov_6.982384||full	0	0	0	0	0	0	1.3008174	2.2540567
KSW-T63_2_V_NODE_457_length_11139_cov_8.349603||full	0	0	0	0	0	0	1.1415752	2.3206391
KSW-T63_2_V_NODE_462_length_11111_cov_21.652949||full	4.8217134	3.1898127	2.7624972	10.944303	6.4193883	2.1566794	12.290425	9.671781
KSW-T63_2_V_NODE_481_length_10908_cov_403.584815||full	0	0	0	0	0	0	7.799021	144.7021
KSW-T63_2_V_NODE_484_length_10884_cov_5.160218||full	0	0	0	0	0	0	0	2.7926233
KSW-T63_2_V_NODE_503_length_10603_cov_8.986822||full	0	0	0	0	0	0	0	5.449875
KSW-T63_2_V_NODE_505_length_10585_cov_5.274644||full	0	0	0	0.9697054	2.5955932	0	1.5892298	2.8912494
KSW-T63_2_V_NODE_509_length_10557_cov_52.241478||full	0	0	7.811055	1.8553119	2.4312913	0	20.442934	18.522398
KSW-T63_2_V_NODE_522_length_10404_cov_9.711566||full	0	0	0	0	0	0	1.9014304	4.957251
KSW-T63_2_V_NODE_527_length_10374_cov_6.150790||full	0	0	0	0	0	0	1.4928198	1.9110051
KSW-T63_2_V_NODE_530_length_10347_cov_17.211135||full	0	0	0	0	0	0	3.5692384	9.732711
KSW-T63_2_V_NODE_531_length_10346_cov_10.184336||full	0	0	0	0	0	0	2.2305582	4.2350063
KSW-T63_2_V_NODE_541_length_10279_cov_20.248142||full	2.8238826	0	4.5163426	3.0796123	4.2284575	0	13.804514	8.364205
KSW-T63_2_V_NODE_552_length_10137_cov_4.473815||full	3.822709	0	2.6073985	1.56382	4.0610104	0	6.648296	1.9842877
KSW-T63_2_V_NODE_559_length_10044_cov_165.736610||full	0	0	0	3.6159885	0	0	10.170394	55.821903
KSW-T63_2_V_NODE_564_length_9991_cov_50.643317||full	0	0	0	0	0	0	22.435686	29.013088
KSW-T63_2_V_NODE_572_length_9898_cov_76.266992||full	0	0	0	0	1.8523871	1.648534	9.775357	19.839321
KSW-T63_2_V_NODE_581_length_9796_cov_6.062109||full	0	0	0	1.0782001	1.6711551	0	8.689554	3.5353832
KSW-T63_2_V_NODE_593_length_9704_cov_5.206964||full	0	0	2.9454343	3.9734123	3.9039445	1.1652628	3.5902853	1.8424199
KSW-T63_2_V_NODE_594_length_9699_cov_186.615305||full	85.9137	50.094246	47.347107	53.141895	98.77243	42.545937	61.095367	67.72737
KSW-T63_2_V_NODE_618_length_9440_cov_9.744060||full	0	0	0	0	0	0	0	6.1227264
KSW-T63_2_V_NODE_620_length_9395_cov_13.725161||full	9.550821	3.3083663	7.775975	9.632679	17.339651	3.0314143	9.144879	3.3240528
KSW-T63_2_V_NODE_632_length_9217_cov_16.523903||full	0	0	0	0	1.3259094	0	0.6336175	5.88968
KSW-T63_2_V_NODE_647_length_9116_cov_10.969429||full	0	0	0	0	0	0	0	6.834004
KSW-T63_2_V_NODE_656_length_9045_cov_6.033148||full	0	0	0	0	0	0	0	2.0012274
KSW-T63_2_V_NODE_688_length_8858_cov_18.560264||full	2.3233724	0	1.7330532	6.1845517	2.4930315	0	5.6578226	4.8858943
KSW-T63_2_V_NODE_696_length_8802_cov_260.706414||full	0	0	0	6.3994565	0	0	24.744667	136.40395
KSW-T63_2_V_NODE_712_length_8663_cov_7.757783||full	0	0	0	0	0	0	1.62049	3.2682185
KSW-T63_2_V_NODE_741_length_8454_cov_56.850697||full	0	0	0	6.487187	0	0	4.5799456	29.052197
KSW-T63_2_V_NODE_747_length_8418_cov_3.892981||full	0	0	2.0090828	2.2686138	6.2372503	0	2.75268	1.7657343
KSW-T63_2_V_NODE_753_length_8381_cov_70.363560||full	14.26373	13.534786	25.673307	25.507427	27.762812	9.920402	22.896908	18.107594
KSW-T63_2_V_NODE_770_length_8226_cov_743.788031||full	3.0467656	12.919335	30.75305	28.406084	28.24138	8.2472315	191.88974	255.86969
KSW-T63_2_V_NODE_774_length_8204_cov_19.192416||full	0	0	0	0	0	0	2.1973598	7.003429
KSW-T63_2_V_NODE_775_length_8199_cov_14.662083||full	0	5.9233823	21.241383	7.5754957	12.596192	2.4839172	12.087008	7.004126
KSW-T63_2_V_NODE_796_length_8074_cov_24.074448||full	9.708397	5.1727095	4.6706786	6.004586	12.494977	4.7047043	6.6764064	7.827152
KSW-T63_2_V_NODE_810_length_7995_cov_24.566625||full	0	0	0	0	0	0	0.89564544	13.92299
KSW-T63_2_V_NODE_825_length_7907_cov_12.058329||full	7.8236647	2.7548692	6.1953244	6.7479935	13.715324	1.8225188	6.209029	3.5812695
KSW-T63_2_V_NODE_827_length_7903_cov_4.848879||full	0	0	0	0	0	0	1.7441515	2.0654218
KSW-T63_2_V_NODE_851_length_7800_cov_14.254745||full	4.0319834	2.0424075	3.6320126	8.187737	9.897946	2.6933913	8.130574	6.7635264
KSW-T63_2_V_NODE_860_length_7758_cov_6.000909||full	0	3.6864393	4.8163333	1.8813944	4.784236	1.7002223	2.5619264	1.8826495
KSW-T63_2_V_NODE_867_length_7713_cov_159.253069||full	0	0	0	0	1.446216	0	8.488492	38.36469
KSW-T63_2_V_NODE_874_length_7694_cov_10.288650||full	0	0	5.8872194	1.9530269	1.9441606	0	7.5769105	6.5442543
KSW-T63_2_V_NODE_885_length_7642_cov_149.901015||full	0	0	0	5.4271283	0	0	15.606959	84.460396
KSW-T63_2_V_NODE_889_length_7637_cov_15.787391||full	0	0	0	0	0	0	0	7.837228
KSW-T63_2_V_NODE_900_length_7549_cov_24.031092||full	497.80637	536.6481	207.6664	51.844707	212.2944	151.00719	10.607176	8.836236
KSW-T63_2_V_NODE_934_length_7406_cov_6.693647||full	0	0	0	0	0	0	0	4.1866565
KSW-T63_2_V_NODE_942_length_7345_cov_29.492318||full	0	0	0	0	0	0	1.7956947	8.641574
KSW-T63_2_V_NODE_946_length_7327_cov_6.531216||full	0	0	0	1.0729177	0	0	1.5857674	2.4256349
KSW-T63_2_V_NODE_958_length_7279_cov_12.686047||full	0	0	2.3785176	1.5748389	0	0	7.262863	4.2101755
KSW-T63_2_V_NODE_971_length_7240_cov_9.319694||full	0	2.424004	4.726366	2.675467	2.7821078	0	7.5201626	3.8383517
KSW-T63_2_V_NODE_977_length_7213_cov_6.936714||full	0	0	2.8367105	5.4488807	2.1345012	0	3.1747477	4.0156684
KSW-T63_2_V_NODE_982_length_7198_cov_15.676046||full	0	0	4.80926	6.141065	2.2955897	0	15.261084	4.4539504
KSW-T63_2_V_NODE_1006_length_7093_cov_9.142370||full	4.8726387	1.604358	6.296476	2.116399	6.3522944	0	11.532215	5.0680943
KSW-T63_2_V_NODE_1033_length_6974_cov_5.946958||full	0	0	1.3411344	5.0273757	0	0	5.781441	3.3757877
KSW-T63_2_V_NODE_1034_length_6970_cov_6.851338||full	0	0	6.1536064	2.5845225	3.410895	0	3.3801384	2.0036652
KSW-T63_2_V_NODE_1041_length_6951_cov_18.893561||full	3.13251	0	1.5850662	4.574551	5.2443433	2.8726747	5.450128	5.339117
KSW-T63_2_V_NODE_1043_length_6944_cov_8.094353||full	1.7910366	0	0	0	0	0	5.453268	2.9409983
KSW-T63_2_V_NODE_1072_length_6811_cov_39.564091||full	2.4854107	1.6700871	4.244504	6.148669	5.383075	2.9304657	8.491789	10.912031
KSW-T63_2_V_NODE_1079_length_6776_cov_12.572087||full	0	0	0	1.8502831	0	0	4.63339	7.4752116
KSW-T63_2_V_NODE_1115_length_6670_cov_24.107181||full	0	0	0	0	0	0	0	13.976218
KSW-T63_2_V_NODE_1139_length_6584_cov_19.974422||full	186.90858	0	0	0	15.645234	34.569786	1.3595955	10.133108
KSW-T63_2_V_NODE_1151_length_6556_cov_4.785110||full	0	0	5.375625	1.5082546	2.0505333	0	4.39748	1.8459507
KSW-T63_2_V_NODE_1155_length_6551_cov_12.592518||full	0	0	1.2768385	2.0243757	0	0	11.358018	4.7554517
KSW-T63_2_V_NODE_1156_length_6547_cov_4.057301||full	5.224063	0	2.7335188	1.5835342	6.5335374	0	4.445908	1.8953093
KSW-T63_2_V_NODE_1159_length_6537_cov_11.920395||full	4.3878136	0	3.129759	6.930249	8.346424	1.4607283	6.3567834	4.054708
KSW-T63_2_V_NODE_1164_length_6516_cov_11.374865||full	7.3320565	3.2699494	4.5139055	1.9086344	11.421166	0	8.322564	3.23091
KSW-T63_2_V_NODE_1172_length_6478_cov_5.291453||full	3.5208972	0	2.2776036	1.1374803	5.0674653	0	5.891057	1.8362547
KSW-T63_2_V_NODE_1179_length_6455_cov_55.129219||full	0	0	0	2.0561655	1.101593	0	8.533962	26.403353
KSW-T63_2_V_NODE_1183_length_6443_cov_3.656074||full	0	0	0	1.6305243	0	0	2.4858425	2.2472405
KSW-T63_2_V_NODE_1211_length_6378_cov_6.971849||full	0	0	0	4.6633506	0	0	4.0769815	2.574188
KSW-T63_2_V_NODE_1217_length_6358_cov_4.708234||full	0	0	0	0	0	0	1.4227666	1.5658857
KSW-T63_2_V_NODE_1218_length_6352_cov_18.288550||full	0	0	0	0	0	0	5.5331125	7.280338
KSW-T63_2_V_NODE_1227_length_6323_cov_5.421506||full	2.240512	0	0	0	0	0	0	3.4348543
KSW-T63_2_V_NODE_1234_length_6306_cov_38.878100||full	0	0	0	0	0	0	5.7263985	13.151096
KSW-T63_2_V_NODE_1235_length_6305_cov_6.239840||full	5.6437817	0	3.2127557	2.2501266	3.6254983	0	4.631519	3.8746321
KSW-T63_2_V_NODE_1241_length_6288_cov_28.843735||full	218.30858	0	0	0	15.311066	43.023903	1.5775461	11.48768
KSW-T63_2_V_NODE_1273_length_6180_cov_103.846041||full	4.1576414	4.4926567	5.5331054	25.445997	2.8341277	0	45.575462	42.378105
KSW-T63_2_V_NODE_1284_length_6151_cov_43.775919||full	0	0	0	0	0	0	0	15.031933
KSW-T63_2_V_NODE_1300_length_6102_cov_9.367951||full	0	0	0.98943204	1.7615242	2.3152633	0.8732029	2.7961426	5.5058784
KSW-T63_2_V_NODE_1337_length_6039_cov_178.536096||full	250.56348	3443.4482	160.9064	369.92783	405.58862	2183.3699	87.909584	117.361595
KSW-T63_2_V_NODE_1339_length_6037_cov_3.534604||full	0	0	0	0	0	0	1.8436852	1.5007545
KSW-T63_2_V_NODE_1369_length_5967_cov_4.978857||full	0	0	6.096124	3.0794556	1.9826458	0	1.9043138	3.1574185
KSW-T63_2_V_NODE_1372_length_5962_cov_5.289318||full	0	0	1.7818743	1.2817535	1.6708668	0	3.0662413	2.1470723
KSW-T63_2_V_NODE_1384_length_5920_cov_5.136061||full	7.1389813	2.256988	2.4649925	3.0037267	8.510258	1.4404866	3.7654529	1.8171474
KSW-T63_2_V_NODE_1387_length_5914_cov_154.090971||full	18.057047	0	1.6965472	3.9457088	7.924501	1.2623895	33.062458	51.48904
KSW-T63_2_V_NODE_1390_length_5904_cov_13.922209||full	0	0	0	1.4787579	0	0	10.498592	5.4733357
KSW-T63_2_V_NODE_1402_length_5880_cov_9.961202||full	0	0	5.116474	1.8788736	0	0	2.5307996	3.4726791
KSW-T63_2_V_NODE_1411_length_5867_cov_10.839814||full	0	0	0	0	0	0	2.3614318	5.687019
KSW-T63_2_V_NODE_1412_length_5866_cov_101.459129||full	0	0	0	1.6984167	0	0	4.6261344	50.31324
KSW-T63_2_V_NODE_1419_length_5855_cov_200.042931||full	2.7742317	0	2.6544802	5.9665804	3.1708236	0	21.502062	41.20901
KSW-T63_2_V_NODE_1432_length_5837_cov_2.490488||full	17.87785	16.205793	6.8745775	2.6179843	7.484779	3.747275	0.6940737	0
KSW-T63_2_V_NODE_1439_length_5819_cov_4.799965||full	0	0	1.1831115	1.1723595	3.9679267	0	4.4363875	2.355004
KSW-T63_2_V_NODE_1452_length_5786_cov_97.281626||full	0	0	2.6799552	3.169697	0	0	28.717701	40.19584
KSW-T63_2_V_NODE_1501_length_5692_cov_20.958134||full	7.9525833	2.569913	2.8682864	12.248939	13.521635	6.8010893	14.897322	12.264966
KSW-T63_2_V_NODE_1504_length_5684_cov_6.535619||full	0	0	0	0	0	0	3.7461503	2.2972329
KSW-T63_2_V_NODE_1536_length_5627_cov_5.691852||full	0	0	0	0	0	0	0	3.5279016
KSW-T63_2_V_NODE_1538_length_5623_cov_2.943427||full	0	0	0	0	0	0	0	1.8846496
KSW-T63_2_V_NODE_1553_length_5571_cov_5.884155||full	0	0	1.9423171	3.4049087	1.9914042	0	3.4507136	2.1817927
KSW-T63_2_V_NODE_1564_length_5552_cov_3.844097||full	0	0	0	2.5066693	0	0	1.4424605	1.7231519
KSW-T63_2_V_NODE_1569_length_5546_cov_12.586596||full	0	0	0	0.9352053	0	0	10.230762	5.223557
KSW-T63_2_V_NODE_1575_length_5527_cov_11.289108||full	0	0	0	0	1.5681206	0	0.61641234	6.0700064
KSW-T63_2_V_NODE_1576_length_5527_cov_9.337902||full	0	0	2.903789	0.9200575	0	0	3.8978686	2.9452233
KSW-T63_2_V_NODE_1587_length_5506_cov_2.880756||full	0	0	0	0.7046097	0	0	0	1.8360153
KSW-T63_2_V_NODE_1619_length_5447_cov_7.917841||full	0	2.2081165	4.116837	7.3644333	7.3559356	2.039708	6.227053	4.248543
KSW-T63_2_V_NODE_1664_length_5370_cov_14.146378||full	0	0	0	0	0	0	0	7.799581
KSW-T63_2_V_NODE_1667_length_5365_cov_22.302448||full	0	0	0	1.8060153	1.603686	0	17.125994	8.532206
KSW-T63_2_V_NODE_1726_length_5264_cov_8.037243||full	0	0	5.3063293	3.4733121	4.21442	2.4074535	4.9222064	3.6594875
KSW-T63_2_V_NODE_1753_length_5228_cov_4.846124||full	1.9171711	1.6791737	7.4137273	3.5240116	3.2048519	0	2.775955	2.794969
KSW-T63_2_V_NODE_1764_length_5205_cov_6.167379||full	0	1.9416901	1.6297657	4.995092	4.797945	2.4417927	3.267763	2.0924938
KSW-T63_2_V_NODE_1779_length_5180_cov_140.846244||full	0	0	0	3.5033174	0	0	11.532015	56.556526
KSW-T63_2_V_NODE_1782_length_5177_cov_5.997071||full	0	0	0	0	0	0	1.4013878	2.0977502
KSW-T63_2_V_NODE_1793_length_5169_cov_135.902816||full	0	0	0	3.8810818	0	0	10.665457	55.66221
KSW-T63_2_V_NODE_1802_length_5153_cov_47.150059||full	0	0	0	0	0	0	10.771745	19.674046
KSW-T63_2_V_NODE_1839_length_5108_cov_6.074213||full	0	0	0	0	0	0	0	3.1644564
KSW-T63_2_V_NODE_1845_length_5100_cov_24.588503||full	8.39848	2.9309325	2.4675531	2.7011025	8.785319	0	21.163738	12.163426
KSW-T63_2_V_NODE_1846_length_5100_cov_8.268583||full	0	0	0	0	0	0	4.2174807	2.3814118
KSW-T63_2_V_NODE_1847_length_5099_cov_5.321967||full	0	0	0	0	0	0	1.2380499	3.1187124
KSW-T63_2_V_NODE_1872_length_5056_cov_9.173365||full	0	0	0	0	0	0	1.1929127	5.115235
KSW-T63_2_V_NODE_1889_length_5033_cov_25.587987||full	0	0	2.7369893	2.5222676	1.7098756	0	21.38762	10.58767
KSW-T63_2_V_NODE_1892_length_5031_cov_12.731511||full	0	0	0	1.5459061	1.8898623	0	1.7791803	7.169806
KSW-T63_2_V_NODE_1900_length_5019_cov_22.843876||full	0	0	1.6066079	3.479118	1.4430516	1.2103844	3.7726223	9.14287
KSW-T63_2_V_NODE_1905_length_5012_cov_4.047811||full	0	2.918141	7.024013	2.9668252	3.793302	0	3.2328238	2.0632432
KSW-T63_2_V_NODE_1908_length_5010_cov_3.817154||full	0	0	0	0	0	0	0	2.244673
KSW-megahit_k141_180932||full	0	0	0	0.8348247	1.31019	0	0.6232204	0
KSW-megahit_k141_289468||full	0	0	0	0	0	0	0.52635837	0
KSW-megahit_k141_759797||full	0	0	0	0	0	0	0.7343302	0
KSW-megahit_k141_723612||full	0	0	0	1.4083399	0	0	9.238877	5.312139
KSW-megahit_k141_325691||full	0	0	0	0	0	0	2.2121181	0
